run,arm,d,d_ref,k,step,train_loss,acc,nll,acc_m0,acc_m1,ms_per_step,elapsed_s,cols,rows
softmax_ref2_k2,softmax,,2,2,500,1.0877840850298526e-06,1.0,1.0903452967170324e-06,1.0,1.0,25.50951910018921,13.138498783111572,1304 1741,2600 2661
softmax_ref2_k2,softmax,,2,2,1000,2.9802320611338473e-08,1.0,4.633329406256159e-08,1.0,1.0,24.758195400238037,25.81384515762329,1304 1741,2600 2661
softmax_ref2_k2,softmax,,2,2,1500,2.2351740014414645e-08,1.0,2.0954756346780457e-08,1.0,1.0,24.5913405418396,38.40487790107727,1304 1741,2600 2661
softmax_ref2_k2,softmax,,2,2,2000,3.725289943190546e-08,1.0,2.305023204252077e-08,1.0,1.0,24.602652072906494,51.00114560127258,1304 1741,2600 2661
softmax_ref2_k2,softmax,,2,2,2500,2.9802320611338473e-08,1.0,2.654269139201748e-08,1.0,1.0,24.59625005722046,63.595404624938965,1304 1741,2600 2661
softmax_ref2_k2,softmax,,2,2,3000,2.9802320611338473e-08,1.0,2.5611368928424305e-08,1.0,1.0,24.594730377197266,76.18828988075256,1304 1741,2600 2661
smat_d1_ref2_k2,smat,1,2,2,500,2.768275499343872,0.060546875,2.802547164261341,0.03913043439388275,0.07801418751478195,39.37137317657471,20.128831148147583,1304 1741,2600 2661
smat_d1_ref2_k2,smat,1,2,2,1000,2.8060269355773926,0.083984375,2.7695695906877518,0.07251908630132675,0.09600000083446503,37.94500684738159,39.541802406311035,1304 1741,2600 2661
smat_d1_ref2_k2,smat,1,2,2,1500,2.820937156677246,0.05859375,2.786571003496647,0.06106870248913765,0.0560000017285347,37.98767900466919,58.97616147994995,1304 1741,2600 2661
smat_d1_ref2_k2,smat,1,2,2,2000,2.7734603881835938,0.07421875,2.7821356132626534,0.078125,0.0703125,38.00946235656738,78.42187714576721,1304 1741,2600 2661
smat_d1_ref2_k2,smat,1,2,2,2500,2.7916367053985596,0.041015625,2.772995613515377,0.05166051536798477,0.029045643284916878,38.00271129608154,97.86256647109985,1304 1741,2600 2661
smat_d1_ref2_k2,smat,1,2,2,3000,2.780454158782959,0.041015625,2.7742452546954155,0.03787878900766373,0.04435483738780022,37.97762155532837,117.29039692878723,1304 1741,2600 2661
smat_d2_ref2_k2,smat,2,2,2,500,2.766418933868408,0.060546875,2.8018399327993393,0.03913043439388275,0.07801418751478195,45.128384590148926,23.054347276687622,1304 1741,2600 2661
smat_d2_ref2_k2,smat,2,2,2,1000,2.7949581146240234,0.083984375,2.7705388590693474,0.07251908630132675,0.09600000083446503,43.7789306640625,45.430041790008545,1304 1741,2600 2661
smat_d2_ref2_k2,smat,2,2,2,1500,2.820950746536255,0.0546875,2.7845852226018906,0.05343511328101158,0.0560000017285347,43.82202434539795,67.82752060890198,1304 1741,2600 2661
smat_d2_ref2_k2,smat,2,2,2,2000,2.1657681465148926,0.134765625,2.117556154727936,0.12890625,0.140625,43.78777074813843,90.20780754089355,1304 1741,2600 2661
smat_d2_ref2_k2,smat,2,2,2,2500,1.2002272605895996,0.5703125,1.1851983051747084,0.5239852666854858,0.6224066615104675,43.80932569503784,112.5981752872467,1304 1741,2600 2661
smat_d2_ref2_k2,smat,2,2,2,3000,1.1272953748703003,0.609375,1.038981283083558,0.6098484992980957,0.6088709831237793,43.800621032714844,134.9849123954773,1304 1741,2600 2661
softmax_ref3_k3,softmax,,3,3,500,1.102685359910538e-06,1.0,1.0929064302445113e-06,1.0,1.0,1.0,25.570433139801025,13.133203029632568,1046 1303 1740,2113 2191 2066
softmax_ref3_k3,softmax,,3,3,1000,2.9802320611338473e-08,1.0,2.7706844499264527e-08,1.0,1.0,1.0,24.873830795288086,25.871967554092407,1046 1303 1740,2113 2191 2066
softmax_ref3_k3,softmax,,3,3,1500,7.450580152834618e-09,1.0,1.6065313204749465e-08,1.0,1.0,1.0,24.855277061462402,38.60102295875549,1046 1303 1740,2113 2191 2066
softmax_ref3_k3,softmax,,3,3,2000,7.450580152834618e-09,1.0,1.257285393851948e-08,1.0,1.0,1.0,24.854951858520508,51.329866886138916,1046 1303 1740,2113 2191 2066
softmax_ref3_k3,softmax,,3,3,2500,1.4901160305669237e-08,1.0,8.149072014407288e-09,1.0,1.0,1.0,24.885003089904785,64.07469630241394,1046 1303 1740,2113 2191 2066
softmax_ref3_k3,softmax,,3,3,3000,0.0,1.0,1.9790603281166774e-08,1.0,1.0,1.0,24.883038997650146,76.81759905815125,1046 1303 1740,2113 2191 2066
smat_d1_ref3_k3,smat,1,3,3,500,2.812767267227173,0.076171875,2.793097384274006,0.07926829159259796,0.06666667014360428,0.08196721225976944,39.45662212371826,20.176145553588867,1046 1303 1740,2113 2191 2066
smat_d1_ref3_k3,smat,1,3,3,1000,2.7971253395080566,0.078125,2.7792205810546875,0.08496732264757156,0.06989247351884842,0.080924853682518,38.115601539611816,39.678972005844116,1046 1303 1740,2113 2191 2066
smat_d1_ref3_k3,smat,1,3,3,1500,2.7844858169555664,0.048828125,2.788530334830284,0.06179775297641754,0.02994011901319027,0.053892213851213455,38.102097034454346,59.17407512664795,1046 1303 1740,2113 2191 2066
smat_d1_ref3_k3,smat,1,3,3,2000,2.8024749755859375,0.07421875,2.774919182062149,0.056603774428367615,0.07453416287899017,0.0885416641831398,38.088303565979004,78.66252422332764,1046 1303 1740,2113 2191 2066
smat_d1_ref3_k3,smat,1,3,3,2500,2.753264904022217,0.0625,2.773348830640316,0.04907975345849991,0.05319149047136307,0.08695652335882187,38.09439992904663,98.15404725074768,1046 1303 1740,2113 2191 2066
smat_d1_ref3_k3,smat,1,3,3,3000,2.7728512287139893,0.052734375,2.7728391885757446,0.043478261679410934,0.071856290102005,0.043478261679410934,38.12979984283447,117.66338181495667,1046 1303 1740,2113 2191 2066
smat_d3_ref3_k3,smat,3,3,3,500,0.05883228778839111,0.98828125,0.06743132340488955,0.9634146094322205,1.0,1.0,52.3699746131897,26.81682562828064,1046 1303 1740,2113 2191 2066
