run,d,k,read_mode,dirs,step,loss,exact_support,mse,q,N0,B,covers_k,ms_per_step
mkar_d2_k2_plane_oracle_T1024_s1,2,2,plane,oracle,1000,0.3698204755783081,0.0,5.126002132892609,23,23,23,False,41.220248222351074
mkar_d2_k2_plane_oracle_T1024_s1,2,2,plane,oracle,2000,0.361868679523468,0.00390625,4.823782563209534,23,23,23,False,41.027522802352905
mkar_d2_k2_plane_oracle_T1024_s1,2,2,plane,oracle,3000,0.4050755500793457,0.0,4.649446249008179,23,23,23,False,40.938716173172
mkar_d2_k2_plane_oracle_T1024_s1,2,2,plane,oracle,4000,0.3992545008659363,0.0,4.555520236492157,23,23,23,False,40.89540821313858
mkar_d3_k2_plane_oracle_T1024_s1,3,2,plane,oracle,1000,0.005856385454535484,0.990234375,49.411683082580566,11,121,132,True,85.37250256538391
mkar_d3_k2_plane_oracle_T1024_s1,3,2,plane,oracle,2000,0.00717331375926733,0.9765625,57.665682315826416,11,121,132,True,85.24037039279938
mkar_d3_k2_plane_oracle_T1024_s1,3,2,plane,oracle,3000,0.054041892290115356,0.900390625,35.642001152038574,11,121,132,True,84.99263604482015
mkar_d3_k2_plane_oracle_T1024_s1,3,2,plane,oracle,4000,0.17714522778987885,0.654296875,21.635958433151245,11,121,132,True,84.76967632770538
mkar_d3_k3_plane_oracle_T1024_s1,3,3,plane,oracle,1000,0.5033696293830872,0.005859375,3.3096967339515686,11,121,132,False,85.16255712509155
mkar_d3_k3_plane_oracle_T1024_s1,3,3,plane,oracle,2000,0.4870685935020447,0.03515625,3.8020915389060974,11,121,132,False,85.01867318153381
mkar_d3_k3_plane_oracle_T1024_s1,3,3,plane,oracle,3000,0.42912280559539795,0.115234375,5.35774552822113,11,121,132,False,84.93290376663208
mkar_d3_k3_plane_oracle_T1024_s1,3,3,plane,oracle,4000,0.4401748776435852,0.1484375,6.154656708240509,11,121,132,False,84.90106678009033
mkar_d4_k3_plane_oracle_T1024_s1,4,3,plane,oracle,1000,0.1416953057050705,0.740234375,21.494532585144043,5,125,155,True,89.7422308921814
mkar_d4_k3_plane_oracle_T1024_s1,4,3,plane,oracle,2000,0.13460302352905273,0.716796875,23.434478759765625,5,125,155,True,89.79727590084076
mkar_d4_k3_plane_oracle_T1024_s1,4,3,plane,oracle,3000,0.1008688434958458,0.830078125,31.829788208007812,5,125,155,True,90.01062552134196
mkar_d4_k3_plane_oracle_T1024_s1,4,3,plane,oracle,4000,0.07871553301811218,0.83984375,32.90546774864197,5,125,155,True,89.99235957860947
mkar_d2_k2_plane_oracle_T1024_s2,2,2,content,plane,oracle,1000,0.3720780313014984,0.0,5.058495879173279,23,23,23,False,40.87485337257385
mkar_d2_k2_plane_oracle_T1024_s2,2,2,content,plane,oracle,2000,0.45075905323028564,0.001953125,3.6708508133888245,23,23,23,False,40.624781131744385
mkar_d2_k2_plane_oracle_T1024_s2,2,2,content,plane,oracle,3000,0.46327710151672363,0.0,3.7516972720623016,23,23,23,False,40.60432577133179
mkar_d2_k2_plane_oracle_T1024_s2,2,2,content,plane,oracle,4000,0.4337385296821594,0.0,3.5211237967014313,23,23,23,False,40.58784532546997
mkar_d3_k2_plane_oracle_T1024_s2,3,2,content,plane,oracle,1000,0.008988571353256702,0.96484375,49.45822048187256,11,121,132,True,85.84048652648926
mkar_d3_k2_plane_oracle_T1024_s2,3,2,content,plane,oracle,2000,0.12851670384407043,0.833984375,38.130693435668945,11,121,132,True,85.36962151527405
mkar_d3_k2_plane_oracle_T1024_s2,3,2,content,plane,oracle,3000,0.17027583718299866,0.61328125,17.035332441329956,11,121,132,True,85.10553550720215
mkar_d3_k2_plane_oracle_T1024_s2,3,2,content,plane,oracle,4000,0.2987094819545746,0.376953125,18.600924253463745,11,121,132,True,85.07867044210434
mkar_d3_k3_plane_oracle_T1024_s2,3,3,content,plane,oracle,1000,0.48476797342300415,0.0078125,2.9811041057109833,11,121,132,False,84.49849891662598
mkar_d3_k3_plane_oracle_T1024_s2,3,3,content,plane,oracle,2000,0.5613280534744263,0.04296875,2.749800384044647,11,121,132,False,84.51399803161621
mkar_d3_k3_plane_oracle_T1024_s2,3,3,content,plane,oracle,3000,0.5275211930274963,0.076171875,3.9623016119003296,11,121,132,False,84.37180074055989
mkar_d3_k3_plane_oracle_T1024_s2,3,3,content,plane,oracle,4000,0.4159553647041321,0.095703125,5.181231260299683,11,121,132,False,84.29124903678894
mkar_d4_k3_plane_oracle_T1024_s2,4,3,content,plane,oracle,1000,0.23971562087535858,0.466796875,14.378143429756165,5,125,155,True,90.20396566390991
mkar_d4_k3_plane_oracle_T1024_s2,4,3,content,plane,oracle,2000,0.351289302110672,0.35546875,13.597522258758545,5,125,155,True,90.36434471607208
mkar_d4_k3_plane_oracle_T1024_s2,4,3,content,plane,oracle,3000,0.3784482479095459,0.287109375,12.916135311126709,5,125,155,True,90.3382802804311
mkar_d4_k3_plane_oracle_T1024_s2,4,3,content,plane,oracle,4000,0.3338209390640259,0.30859375,13.287717700004578,5,125,155,True,90.14959567785263
