run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,hash_hit,cell_occ,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
smat_d2_T512_p16_cpoint_embed_frz_sh1_dm256_s0_decaymamba2,smat,2,16,16,128,1000,0.5479896664619446,0.859375,0.5753352306783199,0.839 0.750 0.613 0.773,0.910 0.916 0.910 0.910,0.283 0.366 0.372 0.758,88.8375039100647,89.38767790794373,256,4,64,0,0,4160,3498560
smat_d2_T512_p16_cpoint_embed_frz_sh1_dm256_s0_decaymamba2,smat,2,16,16,128,2000,0.18589946627616882,0.92919921875,0.2573306206613779,0.834 0.745 0.600 0.723,0.953 0.953 0.956 0.959,0.264 0.338 0.339 0.647,95.76271367073059,185.85318088531494,256,4,64,0,0,4160,3498560
smat_d2_T512_p16_cpoint_embed_frz_sh1_dm256_s0_decaymamba2,smat,2,16,16,128,3000,0.0768311619758606,0.98193359375,0.0573437312268652,0.822 0.763 0.664 0.752,0.947 0.945 0.945 0.948,0.267 0.337 0.313 0.571,97.22542214393616,283.7833638191223,256,4,64,0,0,4160,3498560
smat_d2_T512_p16_cpoint_embed_frz_sh1_dm256_s0_decaymamba2,smat,2,16,16,128,4000,0.018019462004303932,0.996826171875,0.012785934799467213,0.825 0.776 0.694 0.769,0.938 0.940 0.938 0.944,0.248 0.330 0.305 0.552,96.53259801864624,380.8485882282257,256,4,64,0,0,4160,3498560
smat_d2_T512_p16_cpoint_embed_frz_dm256_s0_decaymamba2,smat,2,16,16,128,1000,4.859703063964844,0.011962890625,4.856464833021164,0.881 0.896 0.891 0.890,0.418 0.390 0.314 0.174,0.288 0.393 0.485 0.717,94.67899703979492,95.2450041770935,256,4,64,0,0,4160,3498560
