run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,hash_hit,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,1000,4.859713554382324,0.011962890625,4.856526672840118,0.888 0.891 0.891 0.891,0.407 0.609 0.805 1.000,86.07218217849731,86.58825254440308,256,4,64,0,0,4160,3498544
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,2000,4.858015537261963,0.00927734375,4.856611102819443,0.893 0.896 0.894 0.895,0.602 0.589 0.691 0.944,92.24241232872009,179.48120665550232,256,4,64,0,0,4160,3498544
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,3000,4.85044527053833,0.010009765625,4.852455258369446,0.885 0.891 0.894 0.893,0.538 0.245 0.519 0.720,93.59477758407593,273.5759553909302,256,4,64,0,0,4160,3498544
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,4000,4.853593826293945,0.009765625,4.852015107870102,0.877 0.890 0.891 0.891,0.579 0.299 0.702 0.883,93.7982234954834,368.0233917236328,256,4,64,0,0,4160,3498544
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,5000,4.852069854736328,0.007568359375,4.85235059261322,0.878 0.891 0.893 0.893,0.550 0.311 0.738 0.962,94.73513150215149,463.4129002094269,256,4,64,0,0,4160,3498544
