softmax_T64_p4_zoo_decaymamba2,softmax,,4,64,2048,2000,0.01805315911769867,0.99853515625,0.006670723453225946,,9.25409197807312,18.93211030960083
softmax_T64_p4_zoo_decaymamba2,softmax,,4,64,2048,4000,1.5613595678587444e-05,0.99951171875,0.0009827128096162596,,9.127139210700989,37.288899183273315
softmax_T64_p4_zoo_decaymamba2,softmax,,4,64,2048,6000,5.140899475009064e-07,1.0,1.184179605928648e-06,,9.12287986278534,55.63745665550232
softmax_T64_p4_zoo_decaymamba2,softmax,,4,64,2048,8000,2.7148047365699313e-07,1.0,3.1397171440517013e-07,,9.123323798179626,73.98519706726074
smat_d1_T64_p4_zoo_decaymamba2,smat,1,4,64,2048,2000,0.27430498600006104,0.92724609375,0.2540713918861002,0.190 0.302,20.418636679649353,41.17631530761719
smat_d1_T64_p4_zoo_decaymamba2,smat,1,4,64,2048,4000,0.007677808869630098,0.99560546875,0.013586127890448552,0.184 0.272,20.223017930984497,81.83462333679199
smat_d1_T64_p4_zoo_decaymamba2,smat,1,4,64,2048,6000,0.0007276420365087688,0.99951171875,0.0027659453248816135,0.213 0.299,20.269325971603394,122.5868558883667
smat_d1_T64_p4_zoo_decaymamba2,smat,1,4,64,2048,8000,0.0008162101730704308,0.99951171875,0.0011162585858528473,0.200 0.279,20.24042570590973,163.27539539337158
smat_d2_T64_p4_zoo_decaymamba2,smat,2,4,64,2048,2000,3.5287041664123535,0.38720703125,3.526717074215412,0.319 0.425,21.566388726234436,43.365389347076416
smat_d2_T64_p4_zoo_decaymamba2,smat,2,4,64,2048,4000,0.7566628456115723,0.85791015625,0.6442204462364316,0.365 0.471,21.44161808490753,86.46717071533203
smat_d2_T64_p4_zoo_decaymamba2,smat,2,4,64,2048,6000,0.3504917621612549,0.88623046875,0.4734848439693451,0.411 0.452,21.62282657623291,129.93696999549866
smat_d2_T64_p4_zoo_decaymamba2,smat,2,4,64,2048,8000,0.3617595434188843,0.8916015625,0.4445844804868102,0.378 0.410,21.527701377868652,173.21076154708862
softmax_T128_p8_zoo_decaymamba2,softmax,,8,64,2048,2000,0.00019264705770183355,0.998779296875,0.003900507317212032,,9.652865409851074,19.48399019241333
softmax_T128_p8_zoo_decaymamba2,softmax,,8,64,2048,4000,0.00014785605890210718,1.0,5.968090860619668e-06,,9.553680300712585,38.694762229919434
softmax_T128_p8_zoo_decaymamba2,softmax,,8,64,2048,6000,1.217704124201191e-07,1.0,1.2759109857540807e-07,,9.549995064735413,57.89785981178284
softmax_T128_p8_zoo_decaymamba2,softmax,,8,64,2048,8000,1.0267829964050179e-07,1.0,1.0523943538842673e-07,,9.51654314994812,77.03205060958862
smat_d1_T128_p8_zoo_decaymamba2,smat,1,8,64,2048,2000,7.791904449462891,0.00390625,7.84847654402256,0.153 0.357,20.575227975845337,41.38224148750305
smat_d1_T128_p8_zoo_decaymamba2,smat,1,8,64,2048,4000,0.017085108906030655,0.996337890625,0.027955324156209826,0.236 0.487,20.531328678131104,82.66808843612671
smat_d1_T128_p8_zoo_decaymamba2,smat,1,8,64,2048,6000,0.0013245376758277416,1.0,0.0017139313495135866,0.244 0.481,20.51999533176422,123.92636919021606
smat_d1_T128_p8_zoo_decaymamba2,smat,1,8,64,2048,8000,0.0005800022627227008,0.999755859375,0.00113388576073703,0.200 0.413,20.707727789878845,165.55478191375732
smat_d2_T128_p8_zoo_decaymamba2,smat,2,8,64,2048,2000,8.072406768798828,0.000732421875,8.048484161496162,0.245 0.389,21.54802930355072,43.327439308166504
smat_d2_T128_p8_zoo_decaymamba2,smat,2,8,64,2048,4000,3.4344358444213867,0.4697265625,3.383066549897194,0.328 0.388,21.41332483291626,86.3701536655426
smat_d2_T128_p8_zoo_decaymamba2,smat,2,8,64,2048,6000,2.083284378051758,0.715087890625,2.045137982815504,0.346 0.407,21.52358567714691,129.63672757148743
smat_d2_T128_p8_zoo_decaymamba2,smat,2,8,64,2048,8000,1.9858263731002808,0.728759765625,1.9395685195922852,0.291 0.334,21.513692259788513,172.8793694972992
smat_d3_T128_p8_zoo_decaymamba2,smat,3,8,64,2048,2000,8.07103157043457,0.00341796875,8.050599619746208,0.243 0.411,22.432764410972595,45.11069703102112
smat_d3_T128_p8_zoo_decaymamba2,smat,3,8,64,2048,4000,7.715353965759277,0.006591796875,7.664977788925171,0.301 0.508,22.42935848236084,90.20201516151428
smat_d3_T128_p8_zoo_decaymamba2,smat,3,8,64,2048,6000,3.552521228790283,0.599365234375,3.5099358707666397,0.370 0.427,22.57645332813263,135.58738017082214
smat_d3_T128_p8_zoo_decaymamba2,smat,3,8,64,2048,8000,2.579761505126953,0.715576171875,2.6063501313328743,0.305 0.343,22.50328278541565,180.82235431671143
softmax_T256_p16_zoo_decaymamba2,softmax,,16,64,2048,2000,9.13759577088058e-05,1.0,0.00023944766837757925,,12.384168267250061,24.924577236175537
softmax_T256_p16_zoo_decaymamba2,softmax,,16,64,2048,4000,1.2415675882948563e-06,1.0,1.4807863628618634e-06,,12.312239408493042,49.656726598739624
softmax_T256_p16_zoo_decaymamba2,softmax,,16,64,2048,6000,9.56933803308857e-08,1.0,1.0148503926110664e-07,,12.231343984603882,74.22671914100647
softmax_T256_p16_zoo_decaymamba2,softmax,,16,64,2048,8000,8.102504978069192e-08,1.0,8.718048860600902e-08,,12.215812921524048,98.7655017375946
smat_d1_T256_p16_zoo_decaymamba2,smat,1,16,64,2048,2000,8.318514823913574,0.000244140625,8.320029199123383,0.379 0.367,20.970223426818848,42.17128562927246
smat_d1_T256_p16_zoo_decaymamba2,smat,1,16,64,2048,4000,8.317816734313965,0.0,8.3193219602108,0.391 0.389,20.834166646003723,84.05353260040283
smat_d1_T256_p16_zoo_decaymamba2,smat,1,16,64,2048,6000,8.317073822021484,0.0003662109375,8.318087488412857,0.387 0.347,20.873526096343994,126.01766729354858
smat_d1_T256_p16_zoo_decaymamba2,smat,1,16,64,2048,8000,8.319358825683594,0.0001220703125,8.318475246429443,0.390 0.301,20.83123242855072,167.89051008224487
smat_d2_T256_p16_zoo_decaymamba2,smat,2,16,64,2048,2000,8.319170951843262,0.000244140625,8.320365697145462,0.393 0.385,23.06211745738983,46.36888003349304
