run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,hash_hit,cell_occ,g_density,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
smat_d2_T1024_p16_cpoint_unfrz1500_cv4_ag1_an1500_dm256_s0_decaymamba2_v10both,smat,2,16,16,128,1000,23.841676712036133,0.00537109375,4.8636594414711,0.950 0.949 0.946 0.952,0.118 0.053 0.015 0.058,0.824 0.927 0.947 0.979,0.131 0.110 0.013 0.047,360.1688332557678,362.72017121315,256,4,64,0,0,4160,3633728
smat_d2_T1024_p16_cpoint_unfrz1500_cv4_ag1_an1500_dm256_s0_decaymamba2_v10both,smat,2,16,16,128,1500,23.428918838500977,0.007080078125,4.85663166642189,0.946 0.946 0.946 0.948,0.109 0.064 0.059 0.045,0.846 0.935 0.968 0.977,0.156 0.116 0.069 0.027,358.73537492752075,543.2576670646667,256,4,64,0,0,4160,3633728
smat_d2_T1024_p16_cpoint_unfrz1500_cv4_ag1_an1500_dm256_s0_decaymamba2_v10both,smat,2,16,16,128,2000,21.287307739257812,0.010498046875,4.865843772888184,0.948 0.947 0.947 0.947,0.210 0.025 0.337 0.036,0.757 0.917 0.608 0.961,0.264 0.011 0.374 0.023,359.68446683883667,724.365453004837,256,4,64,0,0,4160,3633728
smat_d2_T1024_p16_cpoint_unfrz1500_cv4_ag1_an1500_dm256_s0_decaymamba2_v10both,smat,2,16,16,128,2500,23.27431297302246,0.012939453125,4.853597581386566,0.947 0.946 0.947 0.947,0.081 0.081 0.093 0.021,0.899 0.987 0.986 0.989,0.062 0.047 0.043 0.048,359.8710012435913,905.5676012039185,256,4,64,0,0,4160,3633728
smat_d2_T1024_p16_cpoint_unfrz1500_cv4_ag1_an1500_dm256_s0_decaymamba2_v10both,smat,2,16,16,128,3000,23.094106674194336,0.008056640625,4.855230540037155,0.946 0.946 0.946 0.946,0.068 0.055 0.074 0.030,0.954 0.989 0.992 0.991,0.049 0.048 0.047 0.047,359.86557626724243,1086.7669236660004,256,4,64,0,0,4160,3633728
smat_d2_T1024_p16_cpoint_unfrz1500_cv4_ag1_an1500_dm256_s0_decaymamba2_v10both,smat,2,16,16,128,3500,23.396793365478516,0.007080078125,4.85211706161499,0.946 0.947 0.947 0.947,0.076 0.076 0.083 0.036,0.965 0.990 0.991 0.991,0.047 0.047 0.046 0.047,359.81194734573364,1267.9375083446503,256,4,64,0,0,4160,3633728
smat_d2_T1024_p16_cpoint_unfrz1500_cv4_ag1_an1500_dm256_s0_decaymamba2_v10both,smat,2,16,16,128,4000,23.48276138305664,0.010009765625,4.851157784461975,0.946 0.947 0.947 0.947,0.073 0.080 0.085 0.037,0.965 0.990 0.990 0.990,0.048 0.047 0.049 0.047,359.8141579627991,1449.1113440990448,256,4,64,0,0,4160,3633728
smat_d2_T1024_p16_cpoint_sh1_ag1_an1500_dm256_s0_decaymamba2_sh1ag,smat,2,16,16,128,500,7.097943305969238,0.0068359375,4.8755302131175995,0.904 0.951 0.946 0.947,0.876 0.766 0.756 0.945,0.740 0.214 0.108 0.012,0.322 0.769 0.878 0.994,353.4198999404907,177.94480228424072,256,4,64,0,0,4160,3629632
smat_d2_T1024_p16_cpoint_sh1_ag1_an1500_dm256_s0_decaymamba2_sh1ag,smat,2,16,16,128,1000,5.773265361785889,0.008056640625,4.837835103273392,0.902 0.947 0.947 0.947,0.926 0.938 0.938 0.938,0.988 0.009 0.009 0.009,0.042 0.996 0.996 0.996,352.5051670074463,355.43263387680054,256,4,64,0,0,4160,3629632
smat_d2_T1024_p16_cpoint_sh1_ag1_an1500_dm256_s0_decaymamba2_sh1ag,smat,2,16,16,128,1500,8.06496524810791,0.00732421875,4.832852274179459,0.895 0.888 0.965 0.962,0.714 0.824 0.776 0.777,0.919 0.937 0.971 0.970,0.061 0.067 0.058 0.058,353.12091064453125,533.2282068729401,256,4,64,0,0,4160,3629632
smat_d2_T1024_p16_cpoint_sh1_ag1_an1500_dm256_s0_decaymamba2_sh1ag,smat,2,16,16,128,2000,12.621419906616211,0.011962890625,4.798526912927628,0.888 0.934 0.917 0.910,0.876 0.454 0.485 0.477,0.961 0.981 0.978 0.976,0.047 0.046 0.049 0.047,353.6555619239807,711.3102715015411,256,4,64,0,0,4160,3629632
smat_d2_T1024_p16_cpoint_sh1_ag1_an1500_dm256_s0_decaymamba2_sh1ag,smat,2,16,16,128,2500,13.144776344299316,0.014404296875,4.777274012565613,0.879 0.938 0.923 0.913,0.837 0.394 0.402 0.400,0.977 0.990 0.983 0.988,0.045 0.044 0.046 0.044,353.6641411781311,889.3806309700012,256,4,64,0,0,4160,3629632
smat_d2_T1024_p16_cpoint_sh1_ag1_an1500_dm256_s0_decaymamba2_sh1ag,smat,2,16,16,128,3000,13.785950660705566,0.020751953125,4.750506579875946,0.876 0.926 0.932 0.907,0.903 0.382 0.362 0.381,0.976 0.987 0.983 0.988,0.044 0.044 0.044 0.043,353.66286277770996,1067.4519052505493,256,4,64,0,0,4160,3629632
smat_d2_T1024_p16_cpoint_sh1_ag1_an1500_dm256_s0_decaymamba2_sh1ag,smat,2,16,16,128,3500,15.326939582824707,0.0185546875,4.740736335515976,0.878 0.914 0.930 0.891,0.871 0.340 0.339 0.192,0.977 0.940 0.937 0.893,0.044 0.056 0.062 0.072,352.4973478317261,1244.9374432563782,256,4,64,0,0,4160,3629632
