run,arm,d,step,train_loss,train_loss_med200,val_bpc,val_ppl,val_bpc_0_512,val_bpc_512_2048,val_bpc_2048_4096,grad_norm,nonfinite_steps,ms_per_step,peak_MB,params,elapsed_s,mask_nnz,mask_density,mask_n,mask_q,mask_B
smat_d2_qkn_nolr_tri,smat,2,4000,2.271350860595703,2.2603310346603394,3.2980891379386668,9.83611865084549,3.258873989482617,3.309053356422704,3.2996697611896524,0.6562869548797607,0,19.26871794462204,2376.98388671875,4336128,77.29140877723694,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn_nolr_tri,smat,2,8000,1.962368369102478,1.9763358235359192,2.874877965858446,7.335411834356726,2.8007913867185397,2.8952597173591332,2.8781132970179053,1.0847396850585938,0,18.770340383052826,2376.98388671875,4336128,152.58261609077454,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn_nolr_tri,smat,2,12000,1.6854779720306396,1.6733247637748718,2.4281051735791297,5.381861161608512,2.390490680544222,2.440665865027435,2.4280882782516278,1.6555604934692383,0,18.768575251102448,2376.98388671875,4336128,227.86620044708252,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn_nolr_tri,smat,2,16000,1.5334782600402832,1.523243486881256,2.250274540709075,4.75773375689472,2.2463079935437515,2.249145210357715,2.2521131752639256,2.428234100341797,0,18.70959049463272,2376.98388671875,4336128,302.9129045009613,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn_nolr_tri,smat,2,20000,1.4640401601791382,1.4963995218276978,2.2032222896801072,4.605067456980815,2.2115851222775786,2.198657356831322,2.204555281167328,2.0044400691986084,0,18.71886855363846,2376.98388671875,4336128,378.000586271286,4285604,0.25544190406799316,2048,47,47
