task,family,width,d,seed,split,cell,accuracy,source
mqar,gdn,64,2,1,validation,macro,58.1415625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s1/result.json
mqar,gdn,64,2,1,validation,4,99.85000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s1/result.json
mqar,gdn,64,2,1,validation,8,98.5125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s1/result.json
mqar,gdn,64,2,1,validation,16,73.275,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s1/result.json
mqar,gdn,64,2,1,validation,32,16.28125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s1/result.json
mqar,gdn,64,2,1,validation,64,2.7890625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s1/result.json
mqar,gdn,64,3,1,validation,macro,78.163125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s1/result.json
mqar,gdn,64,3,1,validation,4,99.85000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s1/result.json
mqar,gdn,64,3,1,validation,8,99.0625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s1/result.json
mqar,gdn,64,3,1,validation,16,88.66875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s1/result.json
mqar,gdn,64,3,1,validation,32,58.25625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s1/result.json
mqar,gdn,64,3,1,validation,64,44.978125000000006,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d3-s1/result.json
mqar,gdn,64,4,1,validation,macro,72.165,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s1/result.json
mqar,gdn,64,4,1,validation,4,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s1/result.json
mqar,gdn,64,4,1,validation,8,99.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s1/result.json
mqar,gdn,64,4,1,validation,16,89.6375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s1/result.json
mqar,gdn,64,4,1,validation,32,25.056250000000002,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s1/result.json
mqar,gdn,64,4,1,validation,64,47.15625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d4-s1/result.json
mqar,gdn,64,0,1,validation,macro,77.9365625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s1/result.json
mqar,gdn,64,0,1,validation,4,100.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s1/result.json
mqar,gdn,64,0,1,validation,8,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s1/result.json
mqar,gdn,64,0,1,validation,16,98.65625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s1/result.json
mqar,gdn,64,0,1,validation,32,70.665625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s1/result.json
mqar,gdn,64,0,1,validation,64,20.3859375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-loglinear-s1/result.json
mqar,mamba2,16,1,1,validation,macro,37.324374999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s1/result.json
mqar,mamba2,16,1,1,validation,4,80.22500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s1/result.json
mqar,mamba2,16,1,1,validation,8,59.5125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s1/result.json
mqar,mamba2,16,1,1,validation,16,33.525,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s1/result.json
mqar,mamba2,16,1,1,validation,32,11.43125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s1/result.json
mqar,mamba2,16,1,1,validation,64,1.928125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d1-s1/result.json
mqar,mamba2,16,2,1,validation,macro,53.518125000000005,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s1/result.json
mqar,mamba2,16,2,1,validation,4,86.47500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s1/result.json
mqar,mamba2,16,2,1,validation,8,73.7,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s1/result.json
mqar,mamba2,16,2,1,validation,16,60.5125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s1/result.json
mqar,mamba2,16,2,1,validation,32,37.16875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s1/result.json
mqar,mamba2,16,2,1,validation,64,9.734375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d2-s1/result.json
mqar,mamba2,16,3,1,validation,macro,60.3015625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s1/result.json
mqar,mamba2,16,3,1,validation,4,90.325,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s1/result.json
mqar,mamba2,16,3,1,validation,8,79.8125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s1/result.json
mqar,mamba2,16,3,1,validation,16,64.075,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s1/result.json
mqar,mamba2,16,3,1,validation,32,39.259375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s1/result.json
mqar,mamba2,16,3,1,validation,64,28.035937500000003,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d3-s1/result.json
mqar,mamba2,16,4,1,validation,macro,45.342187499999994,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s1/result.json
mqar,mamba2,16,4,1,validation,4,80.75,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s1/result.json
mqar,mamba2,16,4,1,validation,8,64.825,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s1/result.json
mqar,mamba2,16,4,1,validation,16,43.012499999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s1/result.json
mqar,mamba2,16,4,1,validation,32,25.596875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s1/result.json
mqar,mamba2,16,4,1,validation,64,12.526562499999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-d4-s1/result.json
mqar,mamba2,16,0,1,validation,macro,40.027499999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s1/result.json
mqar,mamba2,16,0,1,validation,4,81.55,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s1/result.json
mqar,mamba2,16,0,1,validation,8,63.075,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s1/result.json
mqar,mamba2,16,0,1,validation,16,38.3,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s1/result.json
mqar,mamba2,16,0,1,validation,32,14.2125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s1/result.json
mqar,mamba2,16,0,1,validation,64,3.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w16-loglinear-s1/result.json
mqar,mamba2,32,1,1,validation,macro,65.70625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s1/result.json
mqar,mamba2,32,1,1,validation,4,97.925,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s1/result.json
mqar,mamba2,32,1,1,validation,8,94.1375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s1/result.json
mqar,mamba2,32,1,1,validation,16,79.425,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s1/result.json
mqar,mamba2,32,1,1,validation,32,43.271875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s1/result.json
mqar,mamba2,32,1,1,validation,64,13.771875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d1-s1/result.json
mqar,mamba2,32,2,1,validation,macro,70.7553125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s1/result.json
mqar,mamba2,32,2,1,validation,4,97.82499999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s1/result.json
mqar,mamba2,32,2,1,validation,8,93.55,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s1/result.json
mqar,mamba2,32,2,1,validation,16,80.55624999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s1/result.json
mqar,mamba2,32,2,1,validation,32,58.9625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s1/result.json
mqar,mamba2,32,2,1,validation,64,22.8828125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d2-s1/result.json
mqar,mamba2,32,3,1,validation,macro,81.0509375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s1/result.json
mqar,mamba2,32,3,1,validation,4,97.85000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s1/result.json
mqar,mamba2,32,3,1,validation,8,95.1125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s1/result.json
mqar,mamba2,32,3,1,validation,16,86.91250000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s1/result.json
mqar,mamba2,32,3,1,validation,32,63.209375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s1/result.json
mqar,mamba2,32,3,1,validation,64,62.1703125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d3-s1/result.json
mqar,mamba2,32,4,1,validation,macro,74.3009375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s1/result.json
mqar,mamba2,32,4,1,validation,4,98.4,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s1/result.json
mqar,mamba2,32,4,1,validation,8,97.1375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s1/result.json
mqar,mamba2,32,4,1,validation,16,85.08125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s1/result.json
mqar,mamba2,32,4,1,validation,32,55.46875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s1/result.json
mqar,mamba2,32,4,1,validation,64,35.417187500000004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-d4-s1/result.json
mqar,mamba2,32,0,1,validation,macro,69.020625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s1/result.json
mqar,mamba2,32,0,1,validation,4,96.875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s1/result.json
mqar,mamba2,32,0,1,validation,8,94.625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s1/result.json
mqar,mamba2,32,0,1,validation,16,82.4375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s1/result.json
mqar,mamba2,32,0,1,validation,32,52.25,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s1/result.json
mqar,mamba2,32,0,1,validation,64,18.915625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w32-loglinear-s1/result.json
mqar,mamba2,64,1,1,validation,macro,93.77875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s1/result.json
mqar,mamba2,64,1,1,validation,4,99.85000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s1/result.json
mqar,mamba2,64,1,1,validation,8,99.95,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s1/result.json
mqar,mamba2,64,1,1,validation,16,99.5625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s1/result.json
mqar,mamba2,64,1,1,validation,32,96.421875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s1/result.json
mqar,mamba2,64,1,1,validation,64,73.109375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d1-s1/result.json
mqar,mamba2,64,2,1,validation,macro,92.815,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d2-s1/result.json
mqar,mamba2,64,2,1,validation,4,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d2-s1/result.json
mqar,mamba2,64,2,1,validation,8,99.6375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d2-s1/result.json
mqar,mamba2,64,2,1,validation,16,98.69375000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d2-s1/result.json
mqar,mamba2,64,2,1,validation,32,88.678125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d2-s1/result.json
mqar,mamba2,64,2,1,validation,64,77.090625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d2-s1/result.json
mqar,mamba2,64,3,1,validation,macro,93.3053125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d3-s1/result.json
mqar,mamba2,64,3,1,validation,4,99.7,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d3-s1/result.json
mqar,mamba2,64,3,1,validation,8,99.5625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d3-s1/result.json
mqar,mamba2,64,3,1,validation,16,92.30625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d3-s1/result.json
mqar,mamba2,64,3,1,validation,32,86.965625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d3-s1/result.json
mqar,mamba2,64,3,1,validation,64,87.9921875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d3-s1/result.json
mqar,mamba2,64,4,1,validation,macro,95.10437499999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d4-s1/result.json
mqar,mamba2,64,4,1,validation,4,99.825,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d4-s1/result.json
mqar,mamba2,64,4,1,validation,8,99.8625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d4-s1/result.json
mqar,mamba2,64,4,1,validation,16,93.46875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d4-s1/result.json
mqar,mamba2,64,4,1,validation,32,92.68125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d4-s1/result.json
mqar,mamba2,64,4,1,validation,64,89.684375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-d4-s1/result.json
mqar,mamba2,64,0,1,validation,macro,84.1034375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-loglinear-s1/result.json
mqar,mamba2,64,0,1,validation,4,99.5,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-loglinear-s1/result.json
mqar,mamba2,64,0,1,validation,8,99.3375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-loglinear-s1/result.json
mqar,mamba2,64,0,1,validation,16,96.04375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-loglinear-s1/result.json
mqar,mamba2,64,0,1,validation,32,80.678125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-loglinear-s1/result.json
mqar,mamba2,64,0,1,validation,64,44.9578125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-mamba2-w64-loglinear-s1/result.json
joint,mamba2,64,1,1,validation,macro,70.37685546875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,validation,c1-k4,99.8625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,validation,c2-k8,98.175,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,validation,c8-k16,70.53437500000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,validation,c16-k16,50.703906249999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,validation,c32-k16,32.60849609375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,test,macro,70.384921875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,test,c1-k4,99.85625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,test,c2-k8,98.18124999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,test,c8-k16,70.6134765625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,test,c16-k16,50.68154296875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,1,1,test,c32-k16,32.59208984375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s1/result.json
joint,mamba2,64,2,1,validation,macro,53.661640625000004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,validation,c1-k4,99.775,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,validation,c2-k8,94.00625000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,validation,c8-k16,36.820703125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,validation,c16-k16,22.7126953125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,validation,c32-k16,14.9935546875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,test,macro,53.731455078125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,test,c1-k4,99.875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,test,c2-k8,94.0515625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,test,c8-k16,36.95859375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,test,c16-k16,22.787109375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,2,1,test,c32-k16,14.985009765624998,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s1/result.json
joint,mamba2,64,3,1,validation,macro,64.78103515625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,validation,c1-k4,99.725,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,validation,c2-k8,97.575,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,validation,c8-k16,61.796484375000006,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,validation,c16-k16,39.88828125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,validation,c32-k16,24.92041015625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,test,macro,64.68906249999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,test,c1-k4,99.68125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,test,c2-k8,97.384375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,test,c8-k16,61.5462890625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,test,c16-k16,39.96142578125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,3,1,test,c32-k16,24.871972656249998,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s1/result.json
joint,mamba2,64,4,1,validation,macro,67.93794921875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,validation,c1-k4,98.7625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,validation,c2-k8,96.10625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,validation,c8-k16,64.813671875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,validation,c16-k16,51.018945312499994,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,validation,c32-k16,28.988378906250002,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,test,macro,67.98937500000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,test,c1-k4,98.60624999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,test,c2-k8,96.11874999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,test,c8-k16,64.9966796875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,test,c16-k16,51.1201171875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,mamba2,64,4,1,test,c32-k16,29.105078125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s1/result.json
joint,gdn_current,64,1,1,validation,macro,50.69328125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s1/result.json
joint,gdn_current,64,1,1,validation,c1-k4,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s1/result.json
joint,gdn_current,64,1,1,validation,c2-k8,88.046875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s1/result.json
joint,gdn_current,64,1,1,validation,c8-k16,29.466796875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s1/result.json
