task,family,width,d,seed,split,cell,accuracy,source
joint,mamba2,64,1,2,validation,macro,78.7153125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,validation,c1-k4,99.925,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,validation,c2-k8,99.34375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,validation,c8-k16,82.736328125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,validation,c16-k16,65.4283203125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,validation,c32-k16,46.1431640625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,test,macro,78.684541015625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,test,c1-k4,99.89375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,test,c2-k8,99.2109375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,test,c8-k16,82.7158203125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,test,c16-k16,65.53154296875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,1,2,test,c32-k16,46.070654296875006,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d1-w64-s2/result.json
joint,mamba2,64,2,2,validation,macro,65.74435546875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,validation,c1-k4,99.575,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,validation,c2-k8,97.06875000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,validation,c8-k16,63.493750000000006,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,validation,c16-k16,44.365234375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,validation,c32-k16,24.21904296875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,test,macro,65.7004296875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,test,c1-k4,99.43125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,test,c2-k8,97.046875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,test,c8-k16,63.5,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,test,c16-k16,44.37314453125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,2,2,test,c32-k16,24.15087890625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d2-w64-s2/result.json
joint,mamba2,64,3,2,validation,macro,56.21494140625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,validation,c1-k4,99.8375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,validation,c2-k8,95.73125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,validation,c8-k16,40.032421875000004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,validation,c16-k16,23.67578125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,validation,c32-k16,21.79775390625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,test,macro,56.284677734375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,test,c1-k4,99.75625000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,test,c2-k8,95.8,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,test,c8-k16,40.3283203125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,test,c16-k16,23.74326171875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,3,2,test,c32-k16,21.795556640624998,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d3-w64-s2/result.json
joint,mamba2,64,4,2,validation,macro,77.02884765625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,validation,c1-k4,99.7875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,validation,c2-k8,99.003125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,validation,c8-k16,85.748046875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,validation,c16-k16,60.019140625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,validation,c32-k16,40.58642578125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,test,macro,77.04802734375001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,test,c1-k4,99.79375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,test,c2-k8,99.0421875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,test,c8-k16,85.712890625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,test,c16-k16,60.06689453125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,mamba2,64,4,2,test,c32-k16,40.6244140625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-mamba2-d4-w64-s2/result.json
joint,gdn_current,64,1,2,validation,macro,62.507421875000006,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,validation,c1-k4,99.9875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,validation,c2-k8,98.58749999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,validation,c8-k16,53.81210937499999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,validation,c16-k16,35.8169921875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,validation,c32-k16,24.3330078125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,test,macro,62.543291015625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,test,c1-k4,100.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,test,c2-k8,98.71875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,test,c8-k16,53.903124999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,test,c16-k16,35.767675781250006,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,1,2,test,c32-k16,24.326904296875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d1-w64-s2/result.json
joint,gdn_current,64,2,2,validation,macro,46.0715625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,validation,c1-k4,99.95,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,validation,c2-k8,94.103125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,validation,c8-k16,18.666796875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,validation,c16-k16,9.6873046875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,validation,c32-k16,7.9505859375000005,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,test,macro,46.064355468749994,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,test,c1-k4,99.93125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,test,c2-k8,94.24843750000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,test,c8-k16,18.6203125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,test,c16-k16,9.60322265625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,2,2,test,c32-k16,7.9185546874999995,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d2-w64-s2/result.json
joint,gdn_current,64,3,2,validation,macro,51.50568359375001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,validation,c1-k4,99.65,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,validation,c2-k8,87.05625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,validation,c8-k16,29.605468750000004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,validation,c16-k16,23.79921875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,validation,c32-k16,17.41748046875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,test,macro,51.500791015625005,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,test,c1-k4,99.55625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,test,c2-k8,87.1625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,test,c8-k16,29.5908203125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,test,c16-k16,23.74765625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,3,2,test,c32-k16,17.446728515625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d3-w64-s2/result.json
joint,gdn_current,64,4,2,validation,macro,64.34525390625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,validation,c1-k4,99.9375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,validation,c2-k8,97.1875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,validation,c8-k16,58.6296875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,validation,c16-k16,39.2779296875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,validation,c32-k16,26.693652343750003,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,test,macro,64.307041015625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,test,c1-k4,99.9375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,test,c2-k8,96.915625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,test,c8-k16,58.7185546875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,test,c16-k16,39.27802734375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
joint,gdn_current,64,4,2,test,c32-k16,26.685498046875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/joint/shared-gdn_current-d4-w64-s2/result.json
mqar,gdn,16,1,3,validation,macro,51.96093750000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s3/result.json
mqar,gdn,16,1,3,validation,4,96.175,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s3/result.json
mqar,gdn,16,1,3,validation,8,88.1875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s3/result.json
mqar,gdn,16,1,3,validation,16,59.262499999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s3/result.json
mqar,gdn,16,1,3,validation,32,14.084375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s3/result.json
mqar,gdn,16,1,3,validation,64,2.0953125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d1-s3/result.json
mqar,gdn,16,2,3,validation,macro,49.4621875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s3/result.json
mqar,gdn,16,2,3,validation,4,96.75,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s3/result.json
mqar,gdn,16,2,3,validation,8,84.325,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s3/result.json
mqar,gdn,16,2,3,validation,16,48.4375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s3/result.json
mqar,gdn,16,2,3,validation,32,12.171875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s3/result.json
mqar,gdn,16,2,3,validation,64,5.6265625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d2-s3/result.json
mqar,gdn,16,3,3,validation,macro,39.828125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s3/result.json
mqar,gdn,16,3,3,validation,4,93.675,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s3/result.json
mqar,gdn,16,3,3,validation,8,65.3625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s3/result.json
mqar,gdn,16,3,3,validation,16,24.6875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s3/result.json
mqar,gdn,16,3,3,validation,32,12.53125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s3/result.json
mqar,gdn,16,3,3,validation,64,2.8843750000000004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d3-s3/result.json
mqar,gdn,16,4,3,validation,macro,37.735,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s3/result.json
mqar,gdn,16,4,3,validation,4,89.95,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s3/result.json
mqar,gdn,16,4,3,validation,8,62.9125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s3/result.json
mqar,gdn,16,4,3,validation,16,23.14375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s3/result.json
mqar,gdn,16,4,3,validation,32,9.318750000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s3/result.json
mqar,gdn,16,4,3,validation,64,3.35,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-d4-s3/result.json
mqar,gdn,16,0,3,validation,macro,50.737500000000004,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s3/result.json
mqar,gdn,16,0,3,validation,4,97.82499999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s3/result.json
mqar,gdn,16,0,3,validation,8,88.55,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s3/result.json
mqar,gdn,16,0,3,validation,16,52.2,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s3/result.json
mqar,gdn,16,0,3,validation,32,12.596874999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s3/result.json
mqar,gdn,16,0,3,validation,64,2.515625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w16-loglinear-s3/result.json
mqar,gdn,32,1,3,validation,macro,76.339375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s3/result.json
mqar,gdn,32,1,3,validation,4,99.97500000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s3/result.json
mqar,gdn,32,1,3,validation,8,99.41250000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s3/result.json
mqar,gdn,32,1,3,validation,16,94.63125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s3/result.json
mqar,gdn,32,1,3,validation,32,65.590625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s3/result.json
mqar,gdn,32,1,3,validation,64,22.0875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d1-s3/result.json
mqar,gdn,32,2,3,validation,macro,58.179375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s3/result.json
mqar,gdn,32,2,3,validation,4,100.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s3/result.json
mqar,gdn,32,2,3,validation,8,99.575,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s3/result.json
mqar,gdn,32,2,3,validation,16,86.66875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s3/result.json
mqar,gdn,32,2,3,validation,32,0.053125000000000006,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s3/result.json
mqar,gdn,32,2,3,validation,64,4.6,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d2-s3/result.json
mqar,gdn,32,3,3,validation,macro,70.596875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s3/result.json
mqar,gdn,32,3,3,validation,4,99.325,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s3/result.json
mqar,gdn,32,3,3,validation,8,96.85000000000001,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s3/result.json
mqar,gdn,32,3,3,validation,16,83.125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s3/result.json
mqar,gdn,32,3,3,validation,32,45.5625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s3/result.json
mqar,gdn,32,3,3,validation,64,28.121875000000003,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d3-s3/result.json
mqar,gdn,32,4,3,validation,macro,75.63375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s3/result.json
mqar,gdn,32,4,3,validation,4,99.95,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s3/result.json
mqar,gdn,32,4,3,validation,8,99.46249999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s3/result.json
mqar,gdn,32,4,3,validation,16,90.71875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s3/result.json
mqar,gdn,32,4,3,validation,32,46.79375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s3/result.json
mqar,gdn,32,4,3,validation,64,41.24375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-d4-s3/result.json
mqar,gdn,32,0,3,validation,macro,64.82,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s3/result.json
mqar,gdn,32,0,3,validation,4,98.375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s3/result.json
mqar,gdn,32,0,3,validation,8,92.9625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s3/result.json
mqar,gdn,32,0,3,validation,16,76.875,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s3/result.json
mqar,gdn,32,0,3,validation,32,43.2,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s3/result.json
mqar,gdn,32,0,3,validation,64,12.687499999999998,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w32-loglinear-s3/result.json
mqar,gdn,64,1,3,validation,macro,59.36781249999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s3/result.json
mqar,gdn,64,1,3,validation,4,98.625,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s3/result.json
mqar,gdn,64,1,3,validation,8,94.5,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s3/result.json
mqar,gdn,64,1,3,validation,16,70.48124999999999,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s3/result.json
mqar,gdn,64,1,3,validation,32,26.887499999999996,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s3/result.json
mqar,gdn,64,1,3,validation,64,6.3453125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d1-s3/result.json
mqar,gdn,64,2,3,validation,macro,76.4378125,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s3/result.json
mqar,gdn,64,2,3,validation,4,100.0,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s3/result.json
mqar,gdn,64,2,3,validation,8,99.9375,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s3/result.json
mqar,gdn,64,2,3,validation,16,91.2,/u/archerdw/smat_attention/deltaai/results/paper_seeds_20260920/mqar/mqar-gdn-w64-d2-s3/result.json
