arm,run,k,seed,step,loss,exact_support
Linear baselines (6 models),mkar_gated_deltanet_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,12000,0.5626243352890015,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,2000,0.5631942749023438,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,4000,0.5629500150680542,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,6000,0.5615434646606445,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,8000,0.5628220438957214,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,10000,0.562545895576477,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,12000,0.5612179636955261,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,2000,0.5635717511177063,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,4000,0.563424825668335,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,6000,0.5630947351455688,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,8000,0.5618575811386108,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,10000,0.5623457431793213,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,12000,0.5625908374786377,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,2000,0.5628582835197449,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,4000,0.5619287490844727,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,6000,0.5630342364311218,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,8000,0.5625669956207275,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,10000,0.5617130398750305,0.0
Linear baselines (6 models),mkar_loglinear_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,12000,0.5626376867294312,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,2000,0.563301682472229,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,4000,0.5633015036582947,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,6000,0.5615580081939697,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,8000,0.5627262592315674,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,10000,0.5625965595245361,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,12000,0.5611398220062256,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,2000,0.5629663467407227,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,4000,0.5633504390716553,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,6000,0.5630297660827637,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,8000,0.5619382858276367,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,10000,0.5621967315673828,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,12000,0.5625929832458496,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,2000,0.5627570748329163,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,4000,0.5620396137237549,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,6000,0.5628368854522705,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,8000,0.5624203681945801,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,10000,0.5618051290512085,0.0
Linear baselines (6 models),mkar_mamba2_d2_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,12000,0.5625782012939453,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,2000,0.5632867217063904,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,4000,0.5629431009292603,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,6000,0.5615718364715576,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,8000,0.56263267993927,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,10000,0.5624905228614807,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,12000,0.5612084865570068,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,2,0,2000,0.5632879137992859,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,2,0,4000,0.5629469156265259,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,2,0,6000,0.5615718364715576,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,2,0,8000,0.5626316070556641,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,2,0,10000,0.5624925494194031,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,2,0,12000,0.5612070560455322,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,2000,0.5628600120544434,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,4000,0.5634914636611938,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,6000,0.5628509521484375,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,8000,0.5620594620704651,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,10000,0.5621740818023682,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,12000,0.562552809715271,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,2,1,2000,0.5628553032875061,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,2,1,4000,0.5634907484054565,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,2,1,6000,0.562850832939148,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,2,1,8000,0.5620602369308472,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,2,1,10000,0.5621751546859741,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s1_sc3_id_fair2_mem1472,2,1,12000,0.5625542402267456,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,2000,0.5631566643714905,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,4000,0.5621828436851501,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,6000,0.5628966689109802,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,8000,0.5625234842300415,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,10000,0.5617557764053345,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,12000,0.5625825524330139,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,2,2,2000,0.5631552934646606,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,2,2,4000,0.5621862411499023,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,2,2,6000,0.562894344329834,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,2,2,8000,0.562522292137146,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,2,2,10000,0.561755895614624,0.0
Linear baselines (6 models),mkar_smat_d1_k2_plane_oracle_T1024_s2_sc3_id_fair2_mem1472,2,2,12000,0.5625845193862915,0.0
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,2000,0.0103766852989792,0.9765625
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,4000,0.0066827335394918,0.98974609375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,6000,0.0032945191487669,0.994140625
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,8000,0.0014292107662186,0.99609375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,10000,0.0008524932200089,0.99365234375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s0_sc3_id_fair2,2,0,12000,0.0002829009899869,0.99951171875
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,2000,0.0114498492330312,0.98193359375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,4000,0.0115238716825842,0.986328125
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,6000,0.0035403687506914,0.99267578125
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,8000,0.0004699576238635,0.9990234375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,10000,0.0003129674005322,0.9970703125
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s1_sc3_id_fair2,2,1,12000,0.0003824442974291,0.9990234375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,2000,0.0052552106790244,0.990234375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,4000,0.0018324584234505,0.99365234375
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,6000,0.0051039280369877,0.99267578125
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,8000,0.0002661190810613,0.99853515625
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,10000,0.0016436412697657,0.99658203125
SMat $d=4$ (rule-chosen directions),mkar_smat_d4_k2_plane_oracle_T1024_s2_sc3_id_fair2,2,2,12000,0.0005951960920356,0.9990234375
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,2000,0.6616235971450806,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,4000,0.6620879173278809,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,6000,0.6616240739822388,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,8000,0.643584132194519,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,10000,0.0040347124449908,0.99755859375
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,12000,0.0003630368446465,0.9990234375
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,2000,0.6630085706710815,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,4000,0.6612451076507568,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,6000,0.6610982418060303,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,8000,0.6620622873306274,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,10000,0.6613602042198181,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,12000,0.6617175340652466,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,2000,0.662788987159729,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,4000,0.6617171764373779,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,6000,0.6621207594871521,0.0
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,8000,0.0033346135169267,0.99462890625
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,10000,0.0007080000359565,0.9990234375
Softmax,mkar_softmax_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,12000,0.0013907643733546,0.99462890625
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,2000,0.6620468497276306,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,4000,0.6620495915412903,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,6000,0.6617172956466675,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,8000,0.6618963479995728,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,10000,0.66175776720047,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,12000,0.661273181438446,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,2000,0.6624142527580261,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,4000,0.6614307165145874,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,6000,0.661024808883667,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,8000,0.6620957851409912,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,10000,0.6613736152648926,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,12000,0.6616556644439697,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,2000,0.6623440980911255,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,4000,0.6612805724143982,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,6000,0.662034273147583,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,8000,0.6624953746795654,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,10000,0.6623064279556274,0.0
Linear baselines (6 models),mkar_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,12000,0.6613166928291321,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,2000,0.6619881391525269,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,4000,0.6624337434768677,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,6000,0.6618769764900208,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,8000,0.6617941856384277,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,10000,0.6618042588233948,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,12000,0.6612581610679626,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,2000,0.6643664836883545,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,4000,0.6601091623306274,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,6000,0.6607569456100464,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,8000,0.662193775177002,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,10000,0.6613794565200806,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,12000,0.6616348028182983,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,2000,0.6652098894119263,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,4000,0.6625093817710876,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,6000,0.6620869636535645,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,8000,0.6625509262084961,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,10000,0.662300705909729,0.0
Linear baselines (6 models),mkar_gated_deltanet_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,12000,0.6613184213638306,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,2000,0.6621670722961426,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,4000,0.661996603012085,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,6000,0.6617065072059631,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,8000,0.661888599395752,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,10000,0.6617063283920288,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,12000,0.6612862944602966,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,2000,0.6626894474029541,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,4000,0.6612721681594849,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,6000,0.6609326004981995,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,8000,0.6621079444885254,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,10000,0.6613627672195435,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,12000,0.6617497205734253,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,2000,0.6622439026832581,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,4000,0.6612858176231384,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,6000,0.6620215177536011,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,8000,0.6626929044723511,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,10000,0.6623879075050354,0.0
Linear baselines (6 models),mkar_loglinear_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,12000,0.6612224578857422,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,2000,0.6618639230728149,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,4000,0.6626884937286377,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,6000,0.6617940664291382,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,8000,0.6618094444274902,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,10000,0.6618211269378662,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,12000,0.6612934470176697,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,2000,0.6649271249771118,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,4000,0.6603307127952576,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,6000,0.6609083414077759,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,8000,0.662171483039856,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,10000,0.6613892316818237,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,12000,0.6616599559783936,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,2000,0.6635748744010925,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,4000,0.661594033241272,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,6000,0.6620532870292664,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,8000,0.6625162363052368,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,10000,0.6621936559677124,0.0
Linear baselines (6 models),mkar_mamba2_d2_k3_plane_oracle_T1024_s2_sc3_id_fair2,3,2,12000,0.6613028049468994,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,2000,0.661612868309021,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,4000,0.6620898246765137,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,6000,0.6616067290306091,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,8000,0.6618382334709167,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,10000,0.661773145198822,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2,3,0,12000,0.6612951159477234,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,3,0,2000,0.6616072058677673,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,3,0,4000,0.662095308303833,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,3,0,6000,0.6616055965423584,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,3,0,8000,0.6618355512619019,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,3,0,10000,0.6617742776870728,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s0_sc3_id_fair2_mem1472,3,0,12000,0.6612941026687622,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,2000,0.6629997491836548,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,4000,0.6612384915351868,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,6000,0.6610945463180542,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,8000,0.662078857421875,0.0
Linear baselines (6 models),mkar_smat_d1_k3_plane_oracle_T1024_s1_sc3_id_fair2,3,1,10000,0.6613679528236389,0.0
