    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='smatgdn_d1_hd16_sig_cread_m2blk_s2-dm64-lr1.0e-02'
valid/loss=8.22, valid/accuracy=0.00131, valid/num_kv_pairs/accuracy-4=0.002, valid/num_kv_pairs/accuracy-8=0.00137, valid/num_kv_pairs/accuracy-16=0.00194, valid/num_kv_pairs/accuracy-32=0.000719, valid/num_kv_pairs/accuracy-64=0.0005
valid/loss=2.19, valid/accuracy=0.641, valid/num_kv_pairs/accuracy-4=0.951, valid/num_kv_pairs/accuracy-8=0.9, valid/num_kv_pairs/accuracy-16=0.751, valid/num_kv_pairs/accuracy-32=0.452, valid/num_kv_pairs/accuracy-64=0.15
valid/loss=0.679, valid/accuracy=0.859, valid/num_kv_pairs/accuracy-4=0.999, valid/num_kv_pairs/accuracy-8=0.994, valid/num_kv_pairs/accuracy-16=0.973, valid/num_kv_pairs/accuracy-32=0.859, valid/num_kv_pairs/accuracy-64=0.468
valid/loss=0.567, valid/accuracy=0.879, valid/num_kv_pairs/accuracy-4=0.999, valid/num_kv_pairs/accuracy-8=0.995, valid/num_kv_pairs/accuracy-16=0.981, valid/num_kv_pairs/accuracy-32=0.891, valid/num_kv_pairs/accuracy-64=0.528
valid/loss=0.523, valid/accuracy=0.886, valid/num_kv_pairs/accuracy-4=0.999, valid/num_kv_pairs/accuracy-8=0.996, valid/num_kv_pairs/accuracy-16=0.987, valid/num_kv_pairs/accuracy-32=0.91, valid/num_kv_pairs/accuracy-64=0.537
valid/loss=0.504, valid/accuracy=0.889, valid/num_kv_pairs/accuracy-4=0.997, valid/num_kv_pairs/accuracy-8=0.997, valid/num_kv_pairs/accuracy-16=0.988, valid/num_kv_pairs/accuracy-32=0.912, valid/num_kv_pairs/accuracy-64=0.553
valid/loss=0.486, valid/accuracy=0.893, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.998, valid/num_kv_pairs/accuracy-16=0.991, valid/num_kv_pairs/accuracy-32=0.917, valid/num_kv_pairs/accuracy-64=0.558
valid/loss=0.488, valid/accuracy=0.893, valid/num_kv_pairs/accuracy-4=0.998, valid/num_kv_pairs/accuracy-8=0.997, valid/num_kv_pairs/accuracy-16=0.99, valid/num_kv_pairs/accuracy-32=0.918, valid/num_kv_pairs/accuracy-64=0.559
valid/loss=0.479, valid/accuracy=0.894, valid/num_kv_pairs/accuracy-4=0.997, valid/num_kv_pairs/accuracy-8=0.997, valid/num_kv_pairs/accuracy-16=0.989, valid/num_kv_pairs/accuracy-32=0.921, valid/num_kv_pairs/accuracy-64=0.565
valid/loss=0.471, valid/accuracy=0.896, valid/num_kv_pairs/accuracy-4=0.998, valid/num_kv_pairs/accuracy-8=0.998, valid/num_kv_pairs/accuracy-16=0.99, valid/num_kv_pairs/accuracy-32=0.924, valid/num_kv_pairs/accuracy-64=0.569
valid/loss=0.465, valid/accuracy=0.896, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.998, valid/num_kv_pairs/accuracy-16=0.99, valid/num_kv_pairs/accuracy-32=0.92, valid/num_kv_pairs/accuracy-64=0.574
valid/loss=0.458, valid/accuracy=0.899, valid/num_kv_pairs/accuracy-4=0.999, valid/num_kv_pairs/accuracy-8=0.998, valid/num_kv_pairs/accuracy-16=0.992, valid/num_kv_pairs/accuracy-32=0.929, valid/num_kv_pairs/accuracy-64=0.576
valid/loss=0.445, valid/accuracy=0.9, valid/num_kv_pairs/accuracy-4=0.999, valid/num_kv_pairs/accuracy-8=0.998, valid/num_kv_pairs/accuracy-16=0.992, valid/num_kv_pairs/accuracy-32=0.929, valid/num_kv_pairs/accuracy-64=0.584
valid/loss=0.431, valid/accuracy=0.904, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.998, valid/num_kv_pairs/accuracy-16=0.994, valid/num_kv_pairs/accuracy-32=0.938, valid/num_kv_pairs/accuracy-64=0.589
