    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='smatgdn_d3_hd16_h2_sig_cread_m2blk_s2-dm32-lr1.0e-02'
valid/loss=8.31, valid/accuracy=0.000572, valid/num_kv_pairs/accuracy-4=0.001, valid/num_kv_pairs/accuracy-8=0.0005, valid/num_kv_pairs/accuracy-16=0.000625, valid/num_kv_pairs/accuracy-32=0.000344, valid/num_kv_pairs/accuracy-64=0.000391
valid/loss=5.34, valid/accuracy=0.295, valid/num_kv_pairs/accuracy-4=0.752, valid/num_kv_pairs/accuracy-8=0.482, valid/num_kv_pairs/accuracy-16=0.183, valid/num_kv_pairs/accuracy-32=0.0448, valid/num_kv_pairs/accuracy-64=0.0124
valid/loss=4.97, valid/accuracy=0.355, valid/num_kv_pairs/accuracy-4=0.865, valid/num_kv_pairs/accuracy-8=0.595, valid/num_kv_pairs/accuracy-16=0.241, valid/num_kv_pairs/accuracy-32=0.0604, valid/num_kv_pairs/accuracy-64=0.0151
valid/loss=4.95, valid/accuracy=0.411, valid/num_kv_pairs/accuracy-4=0.908, valid/num_kv_pairs/accuracy-8=0.713, valid/num_kv_pairs/accuracy-16=0.34, valid/num_kv_pairs/accuracy-32=0.0756, valid/num_kv_pairs/accuracy-64=0.0165
valid/loss=4.87, valid/accuracy=0.426, valid/num_kv_pairs/accuracy-4=0.926, valid/num_kv_pairs/accuracy-8=0.747, valid/num_kv_pairs/accuracy-16=0.365, valid/num_kv_pairs/accuracy-32=0.077, valid/num_kv_pairs/accuracy-64=0.0164
valid/loss=4.9, valid/accuracy=0.442, valid/num_kv_pairs/accuracy-4=0.944, valid/num_kv_pairs/accuracy-8=0.777, valid/num_kv_pairs/accuracy-16=0.395, valid/num_kv_pairs/accuracy-32=0.0802, valid/num_kv_pairs/accuracy-64=0.0163
valid/loss=4.93, valid/accuracy=0.429, valid/num_kv_pairs/accuracy-4=0.913, valid/num_kv_pairs/accuracy-8=0.756, valid/num_kv_pairs/accuracy-16=0.385, valid/num_kv_pairs/accuracy-32=0.0768, valid/num_kv_pairs/accuracy-64=0.0157
valid/loss=4.89, valid/accuracy=0.447, valid/num_kv_pairs/accuracy-4=0.947, valid/num_kv_pairs/accuracy-8=0.784, valid/num_kv_pairs/accuracy-16=0.408, valid/num_kv_pairs/accuracy-32=0.0787, valid/num_kv_pairs/accuracy-64=0.016
valid/loss=4.92, valid/accuracy=0.447, valid/num_kv_pairs/accuracy-4=0.945, valid/num_kv_pairs/accuracy-8=0.782, valid/num_kv_pairs/accuracy-16=0.413, valid/num_kv_pairs/accuracy-32=0.0794, valid/num_kv_pairs/accuracy-64=0.0163
valid/loss=4.99, valid/accuracy=0.447, valid/num_kv_pairs/accuracy-4=0.938, valid/num_kv_pairs/accuracy-8=0.786, valid/num_kv_pairs/accuracy-16=0.413, valid/num_kv_pairs/accuracy-32=0.0791, valid/num_kv_pairs/accuracy-64=0.0163
valid/loss=4.91, valid/accuracy=0.444, valid/num_kv_pairs/accuracy-4=0.932, valid/num_kv_pairs/accuracy-8=0.775, valid/num_kv_pairs/accuracy-16=0.419, valid/num_kv_pairs/accuracy-32=0.0787, valid/num_kv_pairs/accuracy-64=0.0157
valid/loss=5, valid/accuracy=0.415, valid/num_kv_pairs/accuracy-4=0.899, valid/num_kv_pairs/accuracy-8=0.727, valid/num_kv_pairs/accuracy-16=0.36, valid/num_kv_pairs/accuracy-32=0.0747, valid/num_kv_pairs/accuracy-64=0.0155
valid/loss=4.96, valid/accuracy=0.433, valid/num_kv_pairs/accuracy-4=0.914, valid/num_kv_pairs/accuracy-8=0.757, valid/num_kv_pairs/accuracy-16=0.398, valid/num_kv_pairs/accuracy-32=0.0766, valid/num_kv_pairs/accuracy-64=0.0165
valid/loss=4.91, valid/accuracy=0.442, valid/num_kv_pairs/accuracy-4=0.932, valid/num_kv_pairs/accuracy-8=0.775, valid/num_kv_pairs/accuracy-16=0.408, valid/num_kv_pairs/accuracy-32=0.0788, valid/num_kv_pairs/accuracy-64=0.0153
valid/loss=4.87, valid/accuracy=0.428, valid/num_kv_pairs/accuracy-4=0.917, valid/num_kv_pairs/accuracy-8=0.745, valid/num_kv_pairs/accuracy-16=0.384, valid/num_kv_pairs/accuracy-32=0.079, valid/num_kv_pairs/accuracy-64=0.0161
valid/loss=4.8, valid/accuracy=0.449, valid/num_kv_pairs/accuracy-4=0.945, valid/num_kv_pairs/accuracy-8=0.784, valid/num_kv_pairs/accuracy-16=0.419, valid/num_kv_pairs/accuracy-32=0.084, valid/num_kv_pairs/accuracy-64=0.0155
valid/loss=4.79, valid/accuracy=0.45, valid/num_kv_pairs/accuracy-4=0.95, valid/num_kv_pairs/accuracy-8=0.791, valid/num_kv_pairs/accuracy-16=0.411, valid/num_kv_pairs/accuracy-32=0.0811, valid/num_kv_pairs/accuracy-64=0.0158
