    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='smatgdn_d1_hd16_sig_cread_m2blk-dm32-lr1.0e-02'
valid/loss=7.42, valid/accuracy=0.0209, valid/num_kv_pairs/accuracy-4=0.053, valid/num_kv_pairs/accuracy-8=0.0306, valid/num_kv_pairs/accuracy-16=0.0138, valid/num_kv_pairs/accuracy-32=0.00519, valid/num_kv_pairs/accuracy-64=0.00213
valid/loss=1.56, valid/accuracy=0.731, valid/num_kv_pairs/accuracy-4=0.997, valid/num_kv_pairs/accuracy-8=0.992, valid/num_kv_pairs/accuracy-16=0.93, valid/num_kv_pairs/accuracy-32=0.575, valid/num_kv_pairs/accuracy-64=0.163
valid/loss=1.11, valid/accuracy=0.793, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=0.975, valid/num_kv_pairs/accuracy-32=0.742, valid/num_kv_pairs/accuracy-64=0.25
valid/loss=0.92, valid/accuracy=0.821, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=0.988, valid/num_kv_pairs/accuracy-32=0.811, valid/num_kv_pairs/accuracy-64=0.308
valid/loss=0.878, valid/accuracy=0.827, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=0.992, valid/num_kv_pairs/accuracy-32=0.826, valid/num_kv_pairs/accuracy-64=0.317
valid/loss=0.863, valid/accuracy=0.831, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=0.993, valid/num_kv_pairs/accuracy-32=0.836, valid/num_kv_pairs/accuracy-64=0.326
valid/loss=0.848, valid/accuracy=0.833, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=0.993, valid/num_kv_pairs/accuracy-32=0.841, valid/num_kv_pairs/accuracy-64=0.329
valid/loss=0.851, valid/accuracy=0.831, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=0.991, valid/num_kv_pairs/accuracy-32=0.839, valid/num_kv_pairs/accuracy-64=0.328
valid/loss=0.846, valid/accuracy=0.832, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=0.992, valid/num_kv_pairs/accuracy-32=0.84, valid/num_kv_pairs/accuracy-64=0.331
valid/loss=0.829, valid/accuracy=0.835, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=0.994, valid/num_kv_pairs/accuracy-32=0.849, valid/num_kv_pairs/accuracy-64=0.333
valid/loss=0.823, valid/accuracy=0.836, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=0.993, valid/num_kv_pairs/accuracy-32=0.853, valid/num_kv_pairs/accuracy-64=0.337
