    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='smatgdn_d2_hd16_h2_sig_cread_m2blk_s1-dm64-lr1.0e-02'
valid/loss=8.31, valid/accuracy=0.000338, valid/num_kv_pairs/accuracy-4=0.00025, valid/num_kv_pairs/accuracy-8=0.000375, valid/num_kv_pairs/accuracy-16=0.000313, valid/num_kv_pairs/accuracy-32=0.0005, valid/num_kv_pairs/accuracy-64=0.00025
valid/loss=1.18, valid/accuracy=0.827, valid/num_kv_pairs/accuracy-4=0.967, valid/num_kv_pairs/accuracy-8=0.899, valid/num_kv_pairs/accuracy-16=0.952, valid/num_kv_pairs/accuracy-32=0.819, valid/num_kv_pairs/accuracy-64=0.499
valid/loss=0.739, valid/accuracy=0.877, valid/num_kv_pairs/accuracy-4=0.976, valid/num_kv_pairs/accuracy-8=0.891, valid/num_kv_pairs/accuracy-16=0.983, valid/num_kv_pairs/accuracy-32=0.911, valid/num_kv_pairs/accuracy-64=0.624
valid/loss=0.545, valid/accuracy=0.906, valid/num_kv_pairs/accuracy-4=0.994, valid/num_kv_pairs/accuracy-8=0.958, valid/num_kv_pairs/accuracy-16=0.99, valid/num_kv_pairs/accuracy-32=0.931, valid/num_kv_pairs/accuracy-64=0.659
valid/loss=0.454, valid/accuracy=0.921, valid/num_kv_pairs/accuracy-4=0.996, valid/num_kv_pairs/accuracy-8=0.981, valid/num_kv_pairs/accuracy-16=0.991, valid/num_kv_pairs/accuracy-32=0.942, valid/num_kv_pairs/accuracy-64=0.695
valid/loss=0.429, valid/accuracy=0.925, valid/num_kv_pairs/accuracy-4=0.994, valid/num_kv_pairs/accuracy-8=0.982, valid/num_kv_pairs/accuracy-16=0.989, valid/num_kv_pairs/accuracy-32=0.95, valid/num_kv_pairs/accuracy-64=0.71
valid/loss=0.396, valid/accuracy=0.929, valid/num_kv_pairs/accuracy-4=0.996, valid/num_kv_pairs/accuracy-8=0.989, valid/num_kv_pairs/accuracy-16=0.99, valid/num_kv_pairs/accuracy-32=0.953, valid/num_kv_pairs/accuracy-64=0.719
valid/loss=0.383, valid/accuracy=0.931, valid/num_kv_pairs/accuracy-4=0.997, valid/num_kv_pairs/accuracy-8=0.988, valid/num_kv_pairs/accuracy-16=0.991, valid/num_kv_pairs/accuracy-32=0.954, valid/num_kv_pairs/accuracy-64=0.724
valid/loss=0.508, valid/accuracy=0.911, valid/num_kv_pairs/accuracy-4=0.948, valid/num_kv_pairs/accuracy-8=0.934, valid/num_kv_pairs/accuracy-16=0.991, valid/num_kv_pairs/accuracy-32=0.954, valid/num_kv_pairs/accuracy-64=0.728
valid/loss=0.366, valid/accuracy=0.933, valid/num_kv_pairs/accuracy-4=0.996, valid/num_kv_pairs/accuracy-8=0.99, valid/num_kv_pairs/accuracy-16=0.993, valid/num_kv_pairs/accuracy-32=0.958, valid/num_kv_pairs/accuracy-64=0.729
valid/loss=0.388, valid/accuracy=0.93, valid/num_kv_pairs/accuracy-4=0.989, valid/num_kv_pairs/accuracy-8=0.981, valid/num_kv_pairs/accuracy-16=0.989, valid/num_kv_pairs/accuracy-32=0.958, valid/num_kv_pairs/accuracy-64=0.733
