    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='smatgdn_d2_hd16_sig_cread_m2blk_s2-dm64-lr1.0e-02'
valid/loss=6.07, valid/accuracy=0.0867, valid/num_kv_pairs/accuracy-4=0.149, valid/num_kv_pairs/accuracy-8=0.107, valid/num_kv_pairs/accuracy-16=0.104, valid/num_kv_pairs/accuracy-32=0.0526, valid/num_kv_pairs/accuracy-64=0.0207
valid/loss=0.262, valid/accuracy=0.946, valid/num_kv_pairs/accuracy-4=0.997, valid/num_kv_pairs/accuracy-8=0.989, valid/num_kv_pairs/accuracy-16=0.996, valid/num_kv_pairs/accuracy-32=0.972, valid/num_kv_pairs/accuracy-64=0.775
valid/loss=0.201, valid/accuracy=0.958, valid/num_kv_pairs/accuracy-4=0.996, valid/num_kv_pairs/accuracy-8=0.991, valid/num_kv_pairs/accuracy-16=0.998, valid/num_kv_pairs/accuracy-32=0.985, valid/num_kv_pairs/accuracy-64=0.821
valid/loss=0.153, valid/accuracy=0.967, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.996, valid/num_kv_pairs/accuracy-16=0.999, valid/num_kv_pairs/accuracy-32=0.988, valid/num_kv_pairs/accuracy-64=0.851
valid/loss=0.12, valid/accuracy=0.973, valid/num_kv_pairs/accuracy-4=0.999, valid/num_kv_pairs/accuracy-8=0.996, valid/num_kv_pairs/accuracy-16=0.999, valid/num_kv_pairs/accuracy-32=0.993, valid/num_kv_pairs/accuracy-64=0.879
valid/loss=0.0903, valid/accuracy=0.979, valid/num_kv_pairs/accuracy-4=0.999, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.996, valid/num_kv_pairs/accuracy-64=0.9
valid/loss=0.0882, valid/accuracy=0.98, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.995, valid/num_kv_pairs/accuracy-64=0.905
valid/loss=0.0801, valid/accuracy=0.981, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.998, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.996, valid/num_kv_pairs/accuracy-64=0.912
valid/loss=0.0727, valid/accuracy=0.983, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.998, valid/num_kv_pairs/accuracy-64=0.918
valid/loss=0.0689, valid/accuracy=0.984, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.998, valid/num_kv_pairs/accuracy-64=0.921
valid/loss=0.0639, valid/accuracy=0.985, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.998, valid/num_kv_pairs/accuracy-64=0.928
valid/loss=0.0603, valid/accuracy=0.986, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.998, valid/num_kv_pairs/accuracy-64=0.933
valid/loss=0.055, valid/accuracy=0.987, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.999, valid/num_kv_pairs/accuracy-64=0.938
valid/loss=0.0517, valid/accuracy=0.987, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.999, valid/num_kv_pairs/accuracy-64=0.939
valid/loss=0.0504, valid/accuracy=0.988, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=0.999, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.999, valid/num_kv_pairs/accuracy-64=0.941
valid/loss=0.0485, valid/accuracy=0.988, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.999, valid/num_kv_pairs/accuracy-64=0.944
valid/loss=0.0469, valid/accuracy=0.989, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.999, valid/num_kv_pairs/accuracy-64=0.946
valid/loss=0.0456, valid/accuracy=0.989, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.999, valid/num_kv_pairs/accuracy-64=0.948
valid/loss=0.0437, valid/accuracy=0.99, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.999, valid/num_kv_pairs/accuracy-64=0.951
valid/loss=0.0417, valid/accuracy=0.99, valid/num_kv_pairs/accuracy-4=1, valid/num_kv_pairs/accuracy-8=1, valid/num_kv_pairs/accuracy-16=1, valid/num_kv_pairs/accuracy-32=0.999, valid/num_kv_pairs/accuracy-64=0.952
