    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='smatgdn_d1_hd16_h2_sig_cread_m2blk_s4-dm64-lr1.0e-02'
valid/loss=8.34, valid/accuracy=0.000266, valid/num_kv_pairs/accuracy-4=0.00025, valid/num_kv_pairs/accuracy-8=0.00025, valid/num_kv_pairs/accuracy-16=0.000313, valid/num_kv_pairs/accuracy-32=0.000281, valid/num_kv_pairs/accuracy-64=0.000234
valid/loss=8.45, valid/accuracy=0.00111, valid/num_kv_pairs/accuracy-4=0.0015, valid/num_kv_pairs/accuracy-8=0.00075, valid/num_kv_pairs/accuracy-16=0.00144, valid/num_kv_pairs/accuracy-32=0.00112, valid/num_kv_pairs/accuracy-64=0.000719
valid/loss=7.96, valid/accuracy=0.00501, valid/num_kv_pairs/accuracy-4=0.0132, valid/num_kv_pairs/accuracy-8=0.00588, valid/num_kv_pairs/accuracy-16=0.00313, valid/num_kv_pairs/accuracy-32=0.00181, valid/num_kv_pairs/accuracy-64=0.000969
valid/loss=4.95, valid/accuracy=0.37, valid/num_kv_pairs/accuracy-4=0.823, valid/num_kv_pairs/accuracy-8=0.608, valid/num_kv_pairs/accuracy-16=0.312, valid/num_kv_pairs/accuracy-32=0.0888, valid/num_kv_pairs/accuracy-64=0.0177
valid/loss=4.04, valid/accuracy=0.418, valid/num_kv_pairs/accuracy-4=0.845, valid/num_kv_pairs/accuracy-8=0.67, valid/num_kv_pairs/accuracy-16=0.409, valid/num_kv_pairs/accuracy-32=0.138, valid/num_kv_pairs/accuracy-64=0.0281
valid/loss=3.8, valid/accuracy=0.438, valid/num_kv_pairs/accuracy-4=0.868, valid/num_kv_pairs/accuracy-8=0.707, valid/num_kv_pairs/accuracy-16=0.432, valid/num_kv_pairs/accuracy-32=0.15, valid/num_kv_pairs/accuracy-64=0.0321
valid/loss=4.59, valid/accuracy=0.474, valid/num_kv_pairs/accuracy-4=0.936, valid/num_kv_pairs/accuracy-8=0.795, valid/num_kv_pairs/accuracy-16=0.467, valid/num_kv_pairs/accuracy-32=0.143, valid/num_kv_pairs/accuracy-64=0.0315
valid/loss=4.25, valid/accuracy=0.483, valid/num_kv_pairs/accuracy-4=0.931, valid/num_kv_pairs/accuracy-8=0.814, valid/num_kv_pairs/accuracy-16=0.49, valid/num_kv_pairs/accuracy-32=0.149, valid/num_kv_pairs/accuracy-64=0.0322
valid/loss=4.19, valid/accuracy=0.482, valid/num_kv_pairs/accuracy-4=0.921, valid/num_kv_pairs/accuracy-8=0.809, valid/num_kv_pairs/accuracy-16=0.498, valid/num_kv_pairs/accuracy-32=0.152, valid/num_kv_pairs/accuracy-64=0.0317
valid/loss=4.29, valid/accuracy=0.493, valid/num_kv_pairs/accuracy-4=0.949, valid/num_kv_pairs/accuracy-8=0.832, valid/num_kv_pairs/accuracy-16=0.503, valid/num_kv_pairs/accuracy-32=0.148, valid/num_kv_pairs/accuracy-64=0.0308
valid/loss=4.41, valid/accuracy=0.49, valid/num_kv_pairs/accuracy-4=0.94, valid/num_kv_pairs/accuracy-8=0.825, valid/num_kv_pairs/accuracy-16=0.503, valid/num_kv_pairs/accuracy-32=0.15, valid/num_kv_pairs/accuracy-64=0.0328
