    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='smatgdn_d1_hd16_h2_sig_cread_m2blk_s3-dm32-lr1.0e-02'
valid/loss=8.3, valid/accuracy=0.000366, valid/num_kv_pairs/accuracy-4=0.00075, valid/num_kv_pairs/accuracy-8=0.00025, valid/num_kv_pairs/accuracy-16=0.000188, valid/num_kv_pairs/accuracy-32=0.000281, valid/num_kv_pairs/accuracy-64=0.000359
valid/loss=3.09, valid/accuracy=0.518, valid/num_kv_pairs/accuracy-4=0.876, valid/num_kv_pairs/accuracy-8=0.746, valid/num_kv_pairs/accuracy-16=0.545, valid/num_kv_pairs/accuracy-32=0.308, valid/num_kv_pairs/accuracy-64=0.116
valid/loss=2.1, valid/accuracy=0.643, valid/num_kv_pairs/accuracy-4=0.972, valid/num_kv_pairs/accuracy-8=0.925, valid/num_kv_pairs/accuracy-16=0.769, valid/num_kv_pairs/accuracy-32=0.424, valid/num_kv_pairs/accuracy-64=0.124
valid/loss=2.04, valid/accuracy=0.657, valid/num_kv_pairs/accuracy-4=0.978, valid/num_kv_pairs/accuracy-8=0.942, valid/num_kv_pairs/accuracy-16=0.791, valid/num_kv_pairs/accuracy-32=0.444, valid/num_kv_pairs/accuracy-64=0.13
valid/loss=1.97, valid/accuracy=0.661, valid/num_kv_pairs/accuracy-4=0.984, valid/num_kv_pairs/accuracy-8=0.946, valid/num_kv_pairs/accuracy-16=0.802, valid/num_kv_pairs/accuracy-32=0.445, valid/num_kv_pairs/accuracy-64=0.13
valid/loss=2.22, valid/accuracy=0.646, valid/num_kv_pairs/accuracy-4=0.946, valid/num_kv_pairs/accuracy-8=0.925, valid/num_kv_pairs/accuracy-16=0.79, valid/num_kv_pairs/accuracy-32=0.437, valid/num_kv_pairs/accuracy-64=0.134
valid/loss=1.98, valid/accuracy=0.679, valid/num_kv_pairs/accuracy-4=0.981, valid/num_kv_pairs/accuracy-8=0.964, valid/num_kv_pairs/accuracy-16=0.831, valid/num_kv_pairs/accuracy-32=0.477, valid/num_kv_pairs/accuracy-64=0.14
valid/loss=1.96, valid/accuracy=0.681, valid/num_kv_pairs/accuracy-4=0.978, valid/num_kv_pairs/accuracy-8=0.963, valid/num_kv_pairs/accuracy-16=0.84, valid/num_kv_pairs/accuracy-32=0.483, valid/num_kv_pairs/accuracy-64=0.14
valid/loss=1.92, valid/accuracy=0.686, valid/num_kv_pairs/accuracy-4=0.98, valid/num_kv_pairs/accuracy-8=0.964, valid/num_kv_pairs/accuracy-16=0.851, valid/num_kv_pairs/accuracy-32=0.492, valid/num_kv_pairs/accuracy-64=0.145
valid/loss=1.82, valid/accuracy=0.698, valid/num_kv_pairs/accuracy-4=0.98, valid/num_kv_pairs/accuracy-8=0.971, valid/num_kv_pairs/accuracy-16=0.866, valid/num_kv_pairs/accuracy-32=0.517, valid/num_kv_pairs/accuracy-64=0.156
valid/loss=1.77, valid/accuracy=0.703, valid/num_kv_pairs/accuracy-4=0.985, valid/num_kv_pairs/accuracy-8=0.975, valid/num_kv_pairs/accuracy-16=0.874, valid/num_kv_pairs/accuracy-32=0.524, valid/num_kv_pairs/accuracy-64=0.159
valid/loss=1.75, valid/accuracy=0.703, valid/num_kv_pairs/accuracy-4=0.984, valid/num_kv_pairs/accuracy-8=0.976, valid/num_kv_pairs/accuracy-16=0.873, valid/num_kv_pairs/accuracy-32=0.52, valid/num_kv_pairs/accuracy-64=0.161
valid/loss=1.74, valid/accuracy=0.704, valid/num_kv_pairs/accuracy-4=0.986, valid/num_kv_pairs/accuracy-8=0.973, valid/num_kv_pairs/accuracy-16=0.878, valid/num_kv_pairs/accuracy-32=0.524, valid/num_kv_pairs/accuracy-64=0.16
valid/loss=1.73, valid/accuracy=0.705, valid/num_kv_pairs/accuracy-4=0.985, valid/num_kv_pairs/accuracy-8=0.974, valid/num_kv_pairs/accuracy-16=0.877, valid/num_kv_pairs/accuracy-32=0.529, valid/num_kv_pairs/accuracy-64=0.158
valid/loss=1.7, valid/accuracy=0.711, valid/num_kv_pairs/accuracy-4=0.987, valid/num_kv_pairs/accuracy-8=0.981, valid/num_kv_pairs/accuracy-16=0.892, valid/num_kv_pairs/accuracy-32=0.533, valid/num_kv_pairs/accuracy-64=0.163
valid/loss=1.69, valid/accuracy=0.711, valid/num_kv_pairs/accuracy-4=0.987, valid/num_kv_pairs/accuracy-8=0.98, valid/num_kv_pairs/accuracy-16=0.887, valid/num_kv_pairs/accuracy-32=0.535, valid/num_kv_pairs/accuracy-64=0.166
valid/loss=1.68, valid/accuracy=0.712, valid/num_kv_pairs/accuracy-4=0.989, valid/num_kv_pairs/accuracy-8=0.979, valid/num_kv_pairs/accuracy-16=0.892, valid/num_kv_pairs/accuracy-32=0.537, valid/num_kv_pairs/accuracy-64=0.162
valid/loss=1.66, valid/accuracy=0.712, valid/num_kv_pairs/accuracy-4=0.987, valid/num_kv_pairs/accuracy-8=0.981, valid/num_kv_pairs/accuracy-16=0.892, valid/num_kv_pairs/accuracy-32=0.539, valid/num_kv_pairs/accuracy-64=0.164
valid/loss=1.65, valid/accuracy=0.713, valid/num_kv_pairs/accuracy-4=0.988, valid/num_kv_pairs/accuracy-8=0.984, valid/num_kv_pairs/accuracy-16=0.894, valid/num_kv_pairs/accuracy-32=0.537, valid/num_kv_pairs/accuracy-64=0.162
valid/loss=1.64, valid/accuracy=0.714, valid/num_kv_pairs/accuracy-4=0.99, valid/num_kv_pairs/accuracy-8=0.982, valid/num_kv_pairs/accuracy-16=0.894, valid/num_kv_pairs/accuracy-32=0.538, valid/num_kv_pairs/accuracy-64=0.165
valid/loss=1.63, valid/accuracy=0.715, valid/num_kv_pairs/accuracy-4=0.99, valid/num_kv_pairs/accuracy-8=0.983, valid/num_kv_pairs/accuracy-16=0.895, valid/num_kv_pairs/accuracy-32=0.542, valid/num_kv_pairs/accuracy-64=0.165
valid/loss=1.62, valid/accuracy=0.715, valid/num_kv_pairs/accuracy-4=0.989, valid/num_kv_pairs/accuracy-8=0.985, valid/num_kv_pairs/accuracy-16=0.896, valid/num_kv_pairs/accuracy-32=0.542, valid/num_kv_pairs/accuracy-64=0.164
valid/loss=1.62, valid/accuracy=0.716, valid/num_kv_pairs/accuracy-4=0.99, valid/num_kv_pairs/accuracy-8=0.984, valid/num_kv_pairs/accuracy-16=0.899, valid/num_kv_pairs/accuracy-32=0.54, valid/num_kv_pairs/accuracy-64=0.165
valid/loss=1.61, valid/accuracy=0.716, valid/num_kv_pairs/accuracy-4=0.99, valid/num_kv_pairs/accuracy-8=0.984, valid/num_kv_pairs/accuracy-16=0.899, valid/num_kv_pairs/accuracy-32=0.541, valid/num_kv_pairs/accuracy-64=0.166
valid/loss=1.61, valid/accuracy=0.716, valid/num_kv_pairs/accuracy-4=0.989, valid/num_kv_pairs/accuracy-8=0.984, valid/num_kv_pairs/accuracy-16=0.901, valid/num_kv_pairs/accuracy-32=0.544, valid/num_kv_pairs/accuracy-64=0.166
valid/loss=1.59, valid/accuracy=0.717, valid/num_kv_pairs/accuracy-4=0.988, valid/num_kv_pairs/accuracy-8=0.983, valid/num_kv_pairs/accuracy-16=0.902, valid/num_kv_pairs/accuracy-32=0.545, valid/num_kv_pairs/accuracy-64=0.167
valid/loss=1.57, valid/accuracy=0.719, valid/num_kv_pairs/accuracy-4=0.988, valid/num_kv_pairs/accuracy-8=0.984, valid/num_kv_pairs/accuracy-16=0.906, valid/num_kv_pairs/accuracy-32=0.55, valid/num_kv_pairs/accuracy-64=0.166
valid/loss=1.56, valid/accuracy=0.72, valid/num_kv_pairs/accuracy-4=0.988, valid/num_kv_pairs/accuracy-8=0.985, valid/num_kv_pairs/accuracy-16=0.909, valid/num_kv_pairs/accuracy-32=0.553, valid/num_kv_pairs/accuracy-64=0.166
valid/loss=1.54, valid/accuracy=0.723, valid/num_kv_pairs/accuracy-4=0.989, valid/num_kv_pairs/accuracy-8=0.986, valid/num_kv_pairs/accuracy-16=0.914, valid/num_kv_pairs/accuracy-32=0.558, valid/num_kv_pairs/accuracy-64=0.167
valid/loss=1.53, valid/accuracy=0.725, valid/num_kv_pairs/accuracy-4=0.989, valid/num_kv_pairs/accuracy-8=0.988, valid/num_kv_pairs/accuracy-16=0.92, valid/num_kv_pairs/accuracy-32=0.56, valid/num_kv_pairs/accuracy-64=0.167
valid/loss=1.52, valid/accuracy=0.727, valid/num_kv_pairs/accuracy-4=0.99, valid/num_kv_pairs/accuracy-8=0.99, valid/num_kv_pairs/accuracy-16=0.923, valid/num_kv_pairs/accuracy-32=0.564, valid/num_kv_pairs/accuracy-64=0.166
valid/loss=1.51, valid/accuracy=0.729, valid/num_kv_pairs/accuracy-4=0.991, valid/num_kv_pairs/accuracy-8=0.991, valid/num_kv_pairs/accuracy-16=0.927, valid/num_kv_pairs/accuracy-32=0.57, valid/num_kv_pairs/accuracy-64=0.167
