step 12900  loss 1.6504  bpc 2.381  gn 2.41  19 ms/step
step 12950  loss 1.6867  bpc 2.433  gn 1.97  19 ms/step
step 13000  loss 1.7327  bpc 2.500  gn 2.23  19 ms/step
step 13050  loss 1.5744  bpc 2.271  gn 1.94  19 ms/step
step 13100  loss 1.6500  bpc 2.380  gn 2.19  19 ms/step
step 13150  loss 1.6168  bpc 2.332  gn 1.94  19 ms/step
step 13200  loss 1.6787  bpc 2.422  gn 2.09  19 ms/step
step 13250  loss 1.6080  bpc 2.320  gn 1.64  19 ms/step
step 13300  loss 1.6760  bpc 2.418  gn 1.86  19 ms/step
step 13350  loss 1.6999  bpc 2.452  gn 2.10  19 ms/step
step 13400  loss 1.6033  bpc 2.313  gn 2.51  19 ms/step
step 13450  loss 1.5467  bpc 2.231  gn 2.00  19 ms/step
step 13500  loss 1.6928  bpc 2.442  gn 2.17  19 ms/step
step 13550  loss 1.4115  bpc 2.036  gn 2.00  19 ms/step
step 13600  loss 1.6003  bpc 2.309  gn 2.25  19 ms/step
step 13650  loss 1.5633  bpc 2.255  gn 1.84  19 ms/step
step 13700  loss 1.5500  bpc 2.236  gn 1.89  19 ms/step
step 13750  loss 1.6008  bpc 2.309  gn 2.22  19 ms/step
step 13800  loss 1.6957  bpc 2.446  gn 1.98  19 ms/step
step 13850  loss 1.5091  bpc 2.177  gn 1.76  19 ms/step
step 13900  loss 1.6316  bpc 2.354  gn 1.81  19 ms/step
step 13950  loss 1.6574  bpc 2.391  gn 2.28  19 ms/step
step 14000  loss 1.5156  bpc 2.186  gn 2.31  19 ms/step
step 14050  loss 1.5863  bpc 2.289  gn 2.08  19 ms/step
step 14100  loss 1.5955  bpc 2.302  gn 1.82  19 ms/step
step 14150  loss 1.5301  bpc 2.208  gn 2.20  19 ms/step
step 14200  loss 1.5841  bpc 2.285  gn 1.80  19 ms/step
step 14250  loss 1.5665  bpc 2.260  gn 2.30  19 ms/step
step 14300  loss 1.4980  bpc 2.161  gn 2.01  19 ms/step
step 14350  loss 1.5400  bpc 2.222  gn 2.01  19 ms/step
step 14400  loss 1.6126  bpc 2.326  gn 2.43  19 ms/step
step 14450  loss 1.5568  bpc 2.246  gn 2.20  19 ms/step
step 14500  loss 1.5557  bpc 2.244  gn 1.82  19 ms/step
step 14550  loss 1.5210  bpc 2.194  gn 2.19  19 ms/step
step 14600  loss 1.5998  bpc 2.308  gn 2.25  19 ms/step
step 14650  loss 1.5610  bpc 2.252  gn 2.40  19 ms/step
step 14700  loss 1.6230  bpc 2.342  gn 2.11  19 ms/step
step 14750  loss 1.6226  bpc 2.341  gn 2.83  19 ms/step
step 14800  loss 1.6011  bpc 2.310  gn 2.37  19 ms/step
step 14850  loss 1.5208  bpc 2.194  gn 2.14  19 ms/step
step 14900  loss 1.5754  bpc 2.273  gn 2.25  19 ms/step
step 14950  loss 1.6203  bpc 2.338  gn 2.17  22 ms/step
step 15000  loss 1.5439  bpc 2.227  gn 2.07  19 ms/step
step 15050  loss 1.5738  bpc 2.271  gn 1.92  19 ms/step
step 15100  loss 1.5670  bpc 2.261  gn 2.15  19 ms/step
step 15150  loss 1.6575  bpc 2.391  gn 2.48  19 ms/step
step 15200  loss 1.5377  bpc 2.218  gn 2.39  19 ms/step
step 15250  loss 1.5766  bpc 2.275  gn 2.13  19 ms/step
step 15300  loss 1.4887  bpc 2.148  gn 1.97  19 ms/step
step 15350  loss 1.5070  bpc 2.174  gn 1.92  19 ms/step
step 15400  loss 1.6058  bpc 2.317  gn 2.15  19 ms/step
step 15450  loss 1.5008  bpc 2.165  gn 2.40  19 ms/step
step 15500  loss 1.6011  bpc 2.310  gn 2.05  19 ms/step
step 15550  loss 1.5212  bpc 2.195  gn 2.00  19 ms/step
step 15600  loss 1.5334  bpc 2.212  gn 2.27  19 ms/step
step 15650  loss 1.5141  bpc 2.184  gn 2.33  19 ms/step
step 15700  loss 1.4159  bpc 2.043  gn 2.06  19 ms/step
step 15750  loss 1.5225  bpc 2.196  gn 2.49  19 ms/step
step 15800  loss 1.5354  bpc 2.215  gn 1.90  19 ms/step
step 15850  loss 1.5541  bpc 2.242  gn 2.01  19 ms/step
step 15900  loss 1.5022  bpc 2.167  gn 2.02  19 ms/step
step 15950  loss 1.4946  bpc 2.156  gn 2.10  19 ms/step
step 16000  loss 1.5335  bpc 2.212  gn 2.43  19 ms/step
== eval step 16000: val_bpc 2.2503  ppl 4.758  [0:512) 2.246  [512:2048) 2.249  [2048:4096) 2.252  peak 2377 MB
step 16050  loss 1.5659  bpc 2.259  gn 1.80  19 ms/step
step 16100  loss 1.4708  bpc 2.122  gn 2.32  19 ms/step
step 16150  loss 1.4900  bpc 2.150  gn 2.12  19 ms/step
step 16200  loss 1.4577  bpc 2.103  gn 1.80  19 ms/step
step 16250  loss 1.5039  bpc 2.170  gn 2.38  19 ms/step
step 16300  loss 1.4549  bpc 2.099  gn 2.07  19 ms/step
step 16350  loss 1.4911  bpc 2.151  gn 1.97  19 ms/step
step 16400  loss 1.5448  bpc 2.229  gn 2.21  19 ms/step
step 16450  loss 1.4961  bpc 2.158  gn 1.86  19 ms/step
step 16500  loss 1.5454  bpc 2.230  gn 1.98  19 ms/step
step 16550  loss 1.3091  bpc 1.889  gn 1.75  19 ms/step
step 16600  loss 1.4758  bpc 2.129  gn 2.18  19 ms/step
step 16650  loss 1.5091  bpc 2.177  gn 2.48  19 ms/step
step 16700  loss 1.5103  bpc 2.179  gn 2.51  19 ms/step
step 16750  loss 1.5735  bpc 2.270  gn 1.97  19 ms/step
step 16800  loss 1.5059  bpc 2.172  gn 2.35  19 ms/step
step 16850  loss 1.5848  bpc 2.286  gn 2.25  19 ms/step
step 16900  loss 1.4440  bpc 2.083  gn 2.14  19 ms/step
step 16950  loss 1.5920  bpc 2.297  gn 2.24  19 ms/step
step 17000  loss 1.4380  bpc 2.075  gn 1.98  19 ms/step
step 17050  loss 1.5440  bpc 2.228  gn 2.26  19 ms/step
step 17100  loss 1.5811  bpc 2.281  gn 1.99  19 ms/step
step 17150  loss 1.5982  bpc 2.306  gn 1.91  19 ms/step
step 17200  loss 1.5168  bpc 2.188  gn 2.16  19 ms/step
step 17250  loss 1.4200  bpc 2.049  gn 2.55  19 ms/step
step 17300  loss 1.4840  bpc 2.141  gn 2.01  19 ms/step
step 17350  loss 1.5563  bpc 2.245  gn 2.20  19 ms/step
step 17400  loss 1.5217  bpc 2.195  gn 2.14  19 ms/step
step 17450  loss 1.4517  bpc 2.094  gn 1.90  19 ms/step
