    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='smatgdn_d2_hd16_h2_sig_cread_m2blk-dm64-lr1.0e-02'
valid/loss=8.3, valid/accuracy=0.000334, valid/num_kv_pairs/accuracy-4=0.0005, valid/num_kv_pairs/accuracy-8=0.000375, valid/num_kv_pairs/accuracy-16=0.00025, valid/num_kv_pairs/accuracy-32=0.00025, valid/num_kv_pairs/accuracy-64=0.000297
valid/loss=1.43, valid/accuracy=0.771, valid/num_kv_pairs/accuracy-4=0.907, valid/num_kv_pairs/accuracy-8=0.884, valid/num_kv_pairs/accuracy-16=0.902, valid/num_kv_pairs/accuracy-32=0.754, valid/num_kv_pairs/accuracy-64=0.41
valid/loss=0.812, valid/accuracy=0.864, valid/num_kv_pairs/accuracy-4=0.971, valid/num_kv_pairs/accuracy-8=0.939, valid/num_kv_pairs/accuracy-16=0.96, valid/num_kv_pairs/accuracy-32=0.873, valid/num_kv_pairs/accuracy-64=0.577
valid/loss=0.92, valid/accuracy=0.854, valid/num_kv_pairs/accuracy-4=0.886, valid/num_kv_pairs/accuracy-8=0.89, valid/num_kv_pairs/accuracy-16=0.958, valid/num_kv_pairs/accuracy-32=0.902, valid/num_kv_pairs/accuracy-64=0.635
valid/loss=1.07, valid/accuracy=0.836, valid/num_kv_pairs/accuracy-4=0.812, valid/num_kv_pairs/accuracy-8=0.877, valid/num_kv_pairs/accuracy-16=0.957, valid/num_kv_pairs/accuracy-32=0.904, valid/num_kv_pairs/accuracy-64=0.632
valid/loss=0.665, valid/accuracy=0.887, valid/num_kv_pairs/accuracy-4=0.977, valid/num_kv_pairs/accuracy-8=0.964, valid/num_kv_pairs/accuracy-16=0.971, valid/num_kv_pairs/accuracy-32=0.904, valid/num_kv_pairs/accuracy-64=0.621
valid/loss=0.893, valid/accuracy=0.861, valid/num_kv_pairs/accuracy-4=0.911, valid/num_kv_pairs/accuracy-8=0.894, valid/num_kv_pairs/accuracy-16=0.958, valid/num_kv_pairs/accuracy-32=0.903, valid/num_kv_pairs/accuracy-64=0.64
valid/loss=0.652, valid/accuracy=0.89, valid/num_kv_pairs/accuracy-4=0.984, valid/num_kv_pairs/accuracy-8=0.966, valid/num_kv_pairs/accuracy-16=0.971, valid/num_kv_pairs/accuracy-32=0.907, valid/num_kv_pairs/accuracy-64=0.623
valid/loss=1.12, valid/accuracy=0.833, valid/num_kv_pairs/accuracy-4=0.871, valid/num_kv_pairs/accuracy-8=0.756, valid/num_kv_pairs/accuracy-16=0.969, valid/num_kv_pairs/accuracy-32=0.915, valid/num_kv_pairs/accuracy-64=0.651
valid/loss=0.708, valid/accuracy=0.881, valid/num_kv_pairs/accuracy-4=0.964, valid/num_kv_pairs/accuracy-8=0.933, valid/num_kv_pairs/accuracy-16=0.967, valid/num_kv_pairs/accuracy-32=0.902, valid/num_kv_pairs/accuracy-64=0.638
valid/loss=1.23, valid/accuracy=0.822, valid/num_kv_pairs/accuracy-4=0.792, valid/num_kv_pairs/accuracy-8=0.784, valid/num_kv_pairs/accuracy-16=0.972, valid/num_kv_pairs/accuracy-32=0.914, valid/num_kv_pairs/accuracy-64=0.647
valid/loss=0.741, valid/accuracy=0.877, valid/num_kv_pairs/accuracy-4=0.96, valid/num_kv_pairs/accuracy-8=0.918, valid/num_kv_pairs/accuracy-16=0.969, valid/num_kv_pairs/accuracy-32=0.898, valid/num_kv_pairs/accuracy-64=0.64
valid/loss=0.979, valid/accuracy=0.846, valid/num_kv_pairs/accuracy-4=0.918, valid/num_kv_pairs/accuracy-8=0.806, valid/num_kv_pairs/accuracy-16=0.962, valid/num_kv_pairs/accuracy-32=0.904, valid/num_kv_pairs/accuracy-64=0.641
valid/loss=0.931, valid/accuracy=0.854, valid/num_kv_pairs/accuracy-4=0.892, valid/num_kv_pairs/accuracy-8=0.842, valid/num_kv_pairs/accuracy-16=0.973, valid/num_kv_pairs/accuracy-32=0.914, valid/num_kv_pairs/accuracy-64=0.648
