arm,k,seed,steps,rows_mode,loss_final,loss_best,loss_q25,loss_q50,loss_q75,loss_tail_slope,nmse,nmse_answerable,nmse_unanswerable,exact_support_frac,leak_rel,leak_max,influence_mean,influence_max,influence_zero_frac,train_seconds,T,d,cols,source,ceiling_answerable,n_patterns
smat_content,3,0,1500,mask,0.12117324769496918,0.026268616318702698,0.13184641301631927,0.12288042902946472,0.15012386441230774,0.0009568354147240956,0.10764436423778534,0.00015808327589184046,0.22570304572582245,0.5546875,0.008535255677998066,0.07041363418102264,0.008469091728329659,0.45010051131248474,0.865234375,23.817455681040883,1024,1,513 105 2,witness+greedy,0.5,4
smat_content,3,1,1500,mask,0.1204838752746582,0.01990816369652748,0.11846005171537399,0.12596213817596436,0.1143772155046463,-0.0008511215436935451,0.12287652492523193,0.00015659512428101152,0.2475290447473526,0.556640625,0.0066919694654643536,0.06370027363300323,0.0068672834895551205,0.20189017057418823,0.87109375,23.803459275513887,1024,1,513 105 2,witness+greedy,0.5,4
smat_content,3,2,1500,mask,0.16796967387199402,0.036142751574516296,0.1304910033941269,0.10422726720571518,0.1881036013364792,0.0009644602820473116,0.12263363599777222,9.874299576040357e-05,0.24139823019504547,0.75,0.00720668351277709,0.07156085968017578,0.008885054849088192,0.5845404267311096,0.876953125,23.59693317487836,1024,1,513 105 2,witness+greedy,0.5,4
softmax,3,0,1500,mask,0.2699815034866333,0.09544970095157623,0.2368423342704773,0.23079311847686768,0.2901964783668518,0.0007528268582503617,0.24963754415512085,0.2103506177663803,0.29278871417045593,0.27734375,0.02899159863591194,0.33440208435058594,0.003471811767667532,0.6122007369995117,0.9609375,10.945728683844209,1024,0,513 105 2,witness+greedy,0.5,4
softmax,3,1,1500,mask,0.21256403625011444,0.10441043227910995,0.24741479754447937,0.23334461450576782,0.18979255855083466,-0.0006586566262806012,0.2553139328956604,0.1970333456993103,0.3145122528076172,0.2890625,0.035802021622657776,0.7393380403518677,0.009348751977086067,2.9337878227233887,0.9375,10.617003994062543,1024,0,513 105 2,witness+greedy,0.5,4
softmax,3,2,1500,mask,0.2765488624572754,0.10620144009590149,0.31379324197769165,0.22869044542312622,0.3213665187358856,4.16260585185461e-05,0.2785486876964569,0.24665763974189758,0.309458464384079,0.296875,0.039365485310554504,0.9527068734169006,0.01713629439473152,3.618145704269409,0.94140625,10.924470566213131,1024,0,513 105 2,witness+greedy,0.5,4
softmax_content,3,0,1500,last,0.0007274182280525565,0.00041080437949858606,0.19161468744277954,0.004631983116269112,0.00110193295404315,0.0002329848485388158,0.0011287459637969732,0.0013989369617775083,0.0008319787448272109,0.322265625,0.015867061913013458,0.09929893910884857,0.020753618329763412,0.15510104596614838,0.111328125,12.977388026192784,1024,0,513 105 2,witness+greedy,0.5,4
softmax_content,3,1,1500,last,0.0003576876479201019,0.0002555544488132,0.17642061412334442,0.052673812955617905,0.00045117957051843405,-0.0006491191904001687,0.0004034214070998132,0.0003254711627960205,0.0004825991636607796,0.265625,0.015700705349445343,0.04133368656039238,0.023043084889650345,0.15270346403121948,0.111328125,12.549161586910486,1024,0,513 105 2,witness+greedy,0.5,4
softmax_content,3,2,1500,last,0.0007438442553393543,0.0005424604751169682,0.17933814227581024,0.0034824744798243046,0.0015570295508950949,-0.00034739652702915283,0.0014098739484325051,0.00208130176179111,0.0007591054891236126,0.3359375,0.016815517097711563,0.18610192835330963,0.0236675888299942,0.27997440099716187,0.146484375,12.599749254062772,1024,0,513 105 2,witness+greedy,0.5,4
smat,4,0,1500,mask,0.16293200850486755,0.09127232432365417,0.2567059397697449,0.1954582929611206,0.19118034839630127,-0.0008616735044323572,0.17794813215732574,0.017198974266648293,0.26966390013694763,0.33203125,0.06886669248342514,0.7613427042961121,0.1039981096982956,3.2136268615722656,0.845703125,22.199263559654355,1024,1,513 399 18 5,witness+greedy,0.3125,5
smat,4,1,1500,mask,0.1527785360813141,0.07762391120195389,0.2335260659456253,0.19981342554092407,0.23084574937820435,-0.0004548281192343114,0.19828489422798157,0.014754533767700195,0.26667824387550354,0.259765625,0.0870124101638794,0.8221630454063416,0.1252950131893158,2.483994722366333,0.8046875,21.57051730528474,1024,1,513 399 18 5,witness+greedy,0.3125,5
smat,4,2,1500,mask,0.15469050407409668,0.08794264495372772,0.23181578516960144,0.21790027618408203,0.13740500807762146,-0.00015427040766473798,0.1754351258277893,0.014517145231366158,0.26045745611190796,0.3046875,0.0913197249174118,0.8099457621574402,0.14180156588554382,3.0393073558807373,0.80078125,21.664181988686323,1024,1,513 399 18 5,witness+greedy,0.3125,5
smat_content,4,0,1500,mask,0.12554751336574554,0.05807957798242569,0.219843789935112,0.16523593664169312,0.18458303809165955,-0.0009708510855151436,0.15023009479045868,0.0010105209657922387,0.23536764085292816,0.388671875,0.014528809115290642,0.16638411581516266,0.016635533422231674,0.6983211040496826,0.845703125,23.559962222352624,1024,1,513 399 18 5,witness+greedy,0.3125,5
smat_content,4,1,1500,mask,0.12164436280727386,0.04895918816328049,0.21202680468559265,0.1704006940126419,0.17670056223869324,-0.0005432392614672766,0.16430427134037018,0.0011801845394074917,0.22509314119815826,0.3359375,0.016368646174669266,0.16263426840305328,0.017388965934515,0.4663934111595154,0.8046875,23.319423098117113,1024,1,513 399 18 5,witness+greedy,0.3125,5
smat_content,4,2,1500,mask,0.1256754845380783,0.05754411965608597,0.1896657645702362,0.18197041749954224,0.10974068939685822,-0.0001234186448341108,0.13695910573005676,0.0005250829271972179,0.2090451419353485,0.3515625,0.017355823889374733,0.15102623403072357,0.019315294921398163,0.4869581162929535,0.80078125,23.242621080949903,1024,1,513 399 18 5,witness+greedy,0.3125,5
softmax,4,0,1500,mask,0.330468088388443,0.1477954238653183,0.30207282304763794,0.30495429039001465,0.22780229151248932,-0.0006559793297238374,0.3056096136569977,0.277839720249176,0.3214537799358368,0.20703125,0.04312237724661827,0.9425202012062073,0.027828095480799675,2.0407745838165283,0.93359375,10.387138303369284,1024,0,513 399 18 5,witness+greedy,0.3125,5
