T,d,nb,r,d_qk,d_v,chunk,dtype,device,triton,build_ms,build_prime_ms,build_directions_ms,build_incidence_ms,build_reorder_ms,build_total_ms,stage_ms,kind,q,B,N0,n,T_R,I_prof,I_tok,deg,incidence_exact,pool_gain,featurise_ms,prefill_ms,prefill_peak_MB,phase_lr_pool_ms,phase_lr_incidence_ms,phase_lr_query_ms,phase_scan_ms,phase_normalise_ms,phase_lr_total_ms,prefill_torch_ms,prefill_torch_peak_MB,torchphase_lr_pool_ms,torchphase_lr_incidence_ms,torchphase_lr_query_ms,torchphase_scan_ms,torchphase_normalise_ms,decode_us_per_token,cache_words,kv_cache_words,cache_ratio,sdpa_ms,dense_masked_ms
4096,3,8,32,64,64,128,bf16,cuda,True,18.197886645793915,0.011222437024116516,0.11186115443706512,0.21603330969810486,17.795084044337273,18.161311745643616,214.30612541735172,geometric,13,182,169,2048,2048,2366,28672,13,True,12.118343195266272,0.2735840082168579,0.7937920093536377,51.0400390625,0.10515200346708298,0.2901439964771271,0.1563200056552887,0.24048000574111938,0.0719040036201477,0.5516160055994987,1.616432011127472,184.9130859375,0.31968000531196594,0.6678720116615295,0.15081599354743958,0.4105600118637085,0.05244800075888634,118.00199747085571,3045120,4194304,0.72601318359375,0.3378719985485077,2.6967999935150146
8192,3,8,32,64,64,128,bf16,cuda,True,0.5981270223855972,0.005826354026794434,0.06268918514251709,0.214478000998497,0.2867281436920166,0.5808230489492416,0.1831483095884323,geometric,17,306,289,4096,4096,5202,73728,17,True,14.173010380622838,0.18569599837064743,1.5678719878196716,94.9697265625,0.11449600011110306,0.7774400115013123,0.24476799368858337,0.30483201146125793,0.0926399976015091,1.1367040053009987,2.9094719886779785,388.5498046875,0.3973439931869507,1.2742079496383667,0.22521600127220154,0.639519989490509,0.08636800199747086,120.25000154972076,5108480,8388608,0.608978271484375,0.8980160057544708,
16384,3,8,32,64,64,128,bf16,cuda,True,0.8501354604959488,0.004732981324195862,0.07266923785209656,0.48537179827690125,0.2619139850139618,0.834096223115921,0.171000137925148,geometric,23,552,529,8192,8192,12696,196608,23,True,15.485822306238186,0.25414399802684784,2.5573439598083496,181.8681640625,0.14297600090503693,1.213919997215271,0.43356800079345703,0.5477120280265808,0.15056000649929047,1.790463998913765,5.518064022064209,909.6572265625,0.6414080262184143,3.0214080810546875,0.4373759925365448,1.1624959707260132,0.14880000054836273,119.30999904870987,9201920,16777216,0.5484771728515625,1.8845120072364807,
32768,3,8,32,64,64,128,bf16,cuda,True,1.4003962278366089,0.005282461643218994,0.08906982839107513,0.9698309004306793,0.30872784554958344,1.383380964398384,0.1935921609401703,geometric,29,870,841,16384,16384,25230,491520,29,True,19.48156956004756,0.36423999071121216,3.4555360078811646,335.1083984375,0.26211199164390564,1.2401280403137207,0.7992640137672424,0.7604479789733887,0.21958400309085846,2.3015040457248688,8.127552032470703,1157.99560546875,0.7731199860572815,4.545184135437012,0.8343039751052856,1.6330560445785522,0.2221119999885559,119.34000253677368,14493440,33554432,0.43193817138671875,7.491231918334961,
65536,3,8,32,64,64,128,bf16,cuda,True,2.717830240726471,0.006571412086486816,0.11689774692058563,2.039749175310135,0.5084313452243805,2.686215564608574,0.30275993049144745,geometric,37,1406,1369,32768,32768,52022,1245184,37,True,23.93571950328707,0.7290080189704895,6.4834558963775635,629.1474609375,0.24092799425125122,2.693376064300537,1.218400001525879,1.5073920488357544,0.4206719994544983,4.152704060077667,16.340847969055176,1247.2421875,1.3643840551376343,9.656831741333008,1.2710399627685547,3.1883199214935303,0.4249280095100403,118.69200319051743,23412480,67108864,0.3488731384277344,29.223535537719727,
131072,3,8,32,64,64,128,bf16,cuda,True,3.538982942700386,0.005966052412986755,0.1331120729446411,2.8209853917360306,0.5408227443695068,3.5156626254320145,0.3761034458875656,geometric,41,1722,1681,65536,65536,70602,2752512,41,True,38.98631766805473,1.3888319730758667,9.974944114685059,1122.0107421875,0.38841599225997925,3.338592052459717,1.6714880466461182,2.992255926132202,0.8278399705886841,5.398496091365814,25.370784759521484,2024.0419921875,2.3904640674591064,13.313695907592773,1.7407360076904297,6.322207927703857,0.8346880078315735,209.23900604248047,28670720,134217728,0.21361351013183594,118.13116836547852,
