T,d,nb,r,d_qk,d_v,chunk,dtype,device,triton,build_ms,build_prime_ms,build_directions_ms,build_incidence_ms,build_reorder_ms,build_total_ms,stage_ms,kind,q,B,N0,n,T_R,I_prof,I_tok,deg,incidence_exact,pool_gain,featurise_ms,prefill_ms,prefill_peak_MB,phase_lr_pool_ms,phase_lr_incidence_ms,phase_lr_query_ms,phase_scan_ms,phase_normalise_ms,phase_lr_total_ms,prefill_torch_ms,prefill_torch_peak_MB,torchphase_lr_pool_ms,torchphase_lr_incidence_ms,torchphase_lr_query_ms,torchphase_scan_ms,torchphase_normalise_ms,decode_us_per_token,cache_words,kv_cache_words,cache_ratio,sdpa_ms,dense_masked_ms
16384,3,8,64,64,64,128,bf16,cuda,True,18.055763095617294,0.011252239346504211,0.13644807040691376,0.9512882679700851,16.889676451683044,18.01648549735546,214.53403308987617,geometric,23,552,529,8192,8192,12696,196608,23,True,15.485822306238186,0.41331200301647186,4.389343976974487,251.328125,0.1860799938440323,2.539520025253296,0.6817600131034851,0.6982079744338989,0.16121600568294525,3.4073600322008133,10.128687858581543,1189.37353515625,0.8082240223884583,6.826879978179932,0.6824640035629272,1.4952000379562378,0.16009600460529327,118.66450309753418,18403840,16777216,1.096954345703125,2.6050559282302856,
65536,3,8,64,64,64,128,bf16,cuda,True,3.7243254482746124,0.0058300793170928955,0.1274794340133667,2.5636404752731323,0.9835660457611084,3.701556473970413,0.31252577900886536,geometric,37,1406,1369,32768,32768,52022,1245184,37,True,23.93571950328707,1.0216000080108643,10.266079902648926,805.294921875,0.3359679877758026,5.210015773773193,1.976032018661499,1.8982080221176147,0.420415997505188,7.522015780210495,30.255727767944336,1423.3251953125,1.8290560245513916,21.61974334716797,2.115488052368164,3.887903928756714,0.42771199345588684,117.32050031423569,46824960,67108864,0.6977462768554688,29.53598403930664,
262144,3,8,64,64,64,128,bf16,cuda,True,8.145911619067192,0.004999339580535889,0.17819181084632874,5.896320566534996,1.7546787858009338,7.850447669625282,0.9258054196834564,geometric,53,2862,2809,131072,131072,151686,7077888,53,True,46.661445354218586,3.984447956085205,30.85848045349121,2532.611328125,0.7310720086097717,14.257472038269043,5.239840030670166,7.444416046142578,1.6356799602508545,20.22838407754898,109.77870178222656,4595.982421875,5.364640235900879,80.51798248291016,5.617792129516602,15.336447715759277,1.6582080125808716,112.58649826049805,95280640,268435456,0.3549480438232422,496.72271728515625,
