run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,5500,6.361789226531982,0.10693359375,6.3208916783332825,0.382 0.523,29.998148441314697,167.36745524406433,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,6000,6.17833137512207,0.10888671875,6.197001516819,0.410 0.572,30.89761257171631,183.02632927894592,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,6500,6.165975570678711,0.107421875,6.191907063126564,0.334 0.509,30.27129602432251,198.3733525276184,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,7000,6.102672576904297,0.1083984375,6.079708158969879,0.369 0.549,30.30589485168457,213.73975467681885,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,7500,6.059722900390625,0.11181640625,6.049823641777039,0.380 0.565,30.0362606048584,228.96856784820557,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,8000,5.989949703216553,0.12109375,6.0084428191185,0.351 0.558,30.084854125976562,244.2208216190338,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,8500,5.936419486999512,0.1201171875,5.964265808463097,0.322 0.521,30.744561195373535,259.80329608917236,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,9000,5.983346462249756,0.123046875,5.91278637945652,0.408 0.587,30.23859214782715,275.1360104084015,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,9500,6.004278182983398,0.1083984375,5.972252979874611,0.345 0.544,29.90135669708252,290.29836440086365,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,10000,5.853724479675293,0.125,5.885398685932159,0.296 0.471,29.938002586364746,305.4784471988678,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,10500,5.974480628967285,0.1357421875,5.887479826807976,0.355 0.525,30.759944915771484,321.0731952190399,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,11000,5.989080429077148,0.125,5.927997291088104,0.415 0.581,29.884994983673096,336.22893714904785,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,11500,5.895390510559082,0.119140625,5.909213989973068,0.343 0.516,29.925732135772705,351.4031364917755,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,12000,5.877747535705566,0.11962890625,5.9234651029109955,0.339 0.525,29.92735528945923,366.583393573761,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.001,smat,1,4,64,2048,12500,5.856759548187256,0.115234375,5.935278683900833,0.316 0.504,29.96090793609619,381.7785940170288,16,1,128,0,0,2176,278180
