run,arm,d,step,train_loss,train_loss_med200,val_bpc,val_ppl,val_bpc_0_512,val_bpc_512_2048,val_bpc_2048_4096,grad_norm,nonfinite_steps,ms_per_step,peak_MB,params,elapsed_s,mask_nnz,mask_density
softmax_qkn,softmax,,2000,2.1698379516601562,2.2544493675231934,3.182680130462431,9.079923423607106,3.171205758026959,3.1874207321139414,3.181993272332667,1.2661172151565552,0,14.33283543586731,1861.92431640625,4336128,28.924867391586304,8390656,0.5001220703125
softmax_qkn,softmax,,4000,1.3113930225372314,1.3270869255065918,1.9316096513704921,3.814805894126966,2.066295941640921,1.9214661605755072,1.9055456968991238,0.9507837295532227,0,14.201472997665405,1861.92431640625,4336128,57.54292583465576,8390656,0.5001220703125
softmax_qkn,softmax,,6000,1.2414087057113647,1.1878119707107544,1.7402967229890256,3.3410387675282274,1.8755346837647158,1.7275415844946957,1.7160535866658497,0.7317879796028137,0,14.0881929397583,1861.92431640625,4336128,85.92891716957092,8390656,0.5001220703125
softmax_qkn,softmax,,8000,1.142702341079712,1.1293919682502747,1.6602843484838417,3.1607881627134407,1.784384405741866,1.6468888520942608,1.6393059564615202,0.7411520481109619,0,14.073061466217041,1861.92431640625,4336128,114.28689241409302,8390656,0.5001220703125
softmax_qkn,softmax,,10000,0.9841932058334351,1.0959149599075317,1.6195047803461797,3.0726954477637234,1.7454863642763667,1.6054020540093092,1.598586429116286,0.6738573312759399,0,14.047775149345398,1861.92431640625,4336128,142.59077167510986,8390656,0.5001220703125
softmax_qkn,softmax,,12000,1.1278629302978516,1.0755807757377625,1.5837028621088518,2.9973817983039233,1.7086781796681747,1.5711104488990482,1.561903342626373,0.7023999691009521,0,14.079106211662292,1861.92431640625,4336128,170.9604094028473,8390656,0.5001220703125
softmax_qkn,softmax,,14000,1.0089713335037231,1.0482338666915894,1.5607000455076565,2.9499695145379823,1.6844585692566119,1.5473631349097656,1.539763097518836,0.7224827408790588,0,14.044385313987732,1861.92431640625,4336128,199.25713229179382,8390656,0.5001220703125
softmax_qkn,softmax,,16000,1.056450366973877,1.0383686423301697,1.5430721609012419,2.914143984169536,1.6656922433017307,1.5303007232538715,1.5219957185366484,0.7407461404800415,0,14.103549003601074,1861.92431640625,4336128,227.67279386520386,8390656,0.5001220703125
softmax_qkn,softmax,,18000,1.0645017623901367,1.0322945713996887,1.531938822105615,2.891741961349447,1.6538167220629734,1.5189348079125802,1.5112223577610517,0.6951416730880737,0,14.110455393791199,1861.92431640625,4336128,256.1058015823364,8390656,0.5001220703125
softmax_qkn,softmax,,20000,1.0051379203796387,1.021180808544159,1.5292158677066154,2.8862892113632053,1.6511570125847328,1.5162483319319262,1.5084562333181026,0.684050440788269,0,14.101149439811707,1861.92431640625,4336128,284.52190470695496,8390656,0.5001220703125
smat_d1_qkn,smat,1,2000,2.436565399169922,2.4518182277679443,3.5468776538691418,11.687363852587314,3.5209480768076187,3.5385454491218287,3.5596092016950074,0.7987541556358337,0,23.779131412506104,2635.26513671875,4336128,47.89221549034119,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,4000,2.3780643939971924,2.3679537773132324,3.4368247165342747,10.828974461980172,3.388127065631962,3.434856423671571,3.4504753489068802,0.5612950921058655,0,23.89712107181549,2635.26513671875,4336128,96.02096509933472,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,6000,2.339273691177368,2.304431200027466,3.355427339411931,10.234915876566436,3.293728784387489,3.3538568437482423,3.372029849915809,0.5269542932510376,0,23.858691811561584,2635.26513671875,4336128,144.0586314201355,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,8000,2.234736680984497,2.2420966625213623,3.2725554013839395,9.663564245597849,3.187060739612376,3.275180188530101,3.29196047646721,0.5407310724258423,0,23.785399436950684,2635.26513671875,4336128,191.94851994514465,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,10000,2.071281671524048,2.181358575820923,3.1940595554647304,9.1518255716212,3.088871668148565,3.189630326552404,3.2236784489780157,0.7858285903930664,0,23.574064016342163,2635.26513671875,4336128,239.41020250320435,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,12000,2.1383066177368164,2.1360894441604614,3.1185888073858425,8.685379017086316,2.987879449564674,3.1081227207599076,3.159115711810587,0.7801387310028076,0,23.655221581459045,2635.26513671875,4336128,287.0342707633972,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,14000,2.0243380069732666,2.0767338275909424,3.0576799981361904,8.32632572773289,2.915953904512351,3.0432837292544526,3.103908723203452,0.9711911082267761,0,23.85616934299469,2635.26513671875,4336128,335.0598158836365,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,16000,2.046988010406494,2.0471315383911133,3.008795507643609,8.048921626407324,2.864408124808503,2.991345703714637,3.057979706299113,1.046563744544983,0,23.804036021232605,2635.26513671875,4336128,382.9806749820709,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,18000,2.12801456451416,2.031075358390808,2.9851436030604432,7.918041358545521,2.841393258995947,2.96708588130996,3.0346244803894287,1.2135552167892456,0,23.805480241775513,2635.26513671875,4336128,430.9052765369415,8390656,0.5001220703125,2048,0,1
smat_d1_qkn,smat,1,20000,2.0825390815734863,2.0261123180389404,2.979852159997871,7.889053164742089,2.836461355693171,2.9612555451704345,3.0296473221946223,1.0943903923034668,0,23.746976256370544,2635.26513671875,4336128,478.71641206741333,8390656,0.5001220703125,2048,0,1
smat_d2_qkn,smat,2,2000,2.432889461517334,2.451476812362671,3.5450519441875064,11.672583017323275,3.478064201905049,3.5183657203726773,3.5818135476192423,0.6827667951583862,0,27.33860945701599,2976.80615234375,4336128,55.03124761581421,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,4000,2.3228774070739746,2.3062103986740112,3.361938985540175,10.281215877370173,3.3054836749532583,3.3740638839190176,3.366959139402771,0.7088154554367065,0,27.194422245025635,2976.80615234375,4336128,109.76008009910583,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,6000,2.2527241706848145,2.212015151977539,3.217995192371283,9.304929324637788,3.1275878114841538,3.2419110258450483,3.2226601624877396,0.8528459668159485,0,27.174351692199707,2976.80615234375,4336128,164.4605782032013,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,8000,2.0887298583984375,2.096222758293152,3.0561750047325607,8.317644384050785,2.9429235080537675,3.0766632101420806,3.0691217248451186,0.73308265209198,0,27.07674276828766,2976.80615234375,4336128,218.9529550075531,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,10000,1.8402273654937744,1.965825080871582,2.8745736332217136,7.33386461216602,2.739111110720265,2.89420846797138,2.893713137784827,0.9307785630226135,0,27.174113631248474,2976.80615234375,4336128,273.6389079093933,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,12000,1.862707257270813,1.8571164011955261,2.700892439834437,6.5020400380426295,2.575574074230447,2.7121585992138324,2.7237724117008884,1.209816813468933,0,27.152684450149536,2976.80615234375,4336128,328.2834458351135,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,14000,1.6910871267318726,1.7533931136131287,2.5726400106386564,5.948970444038193,2.4652630595480964,2.5774953421722535,2.5958427497610983,1.522256851196289,0,27.106690168380737,2976.80615234375,4336128,382.8533854484558,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,16000,1.7031846046447754,1.6914150714874268,2.4902015112573563,5.618564232117296,2.399628020665384,2.4935583713279925,2.5103272388523727,1.6818369626998901,0,27.049013018608093,2976.80615234375,4336128,437.30523777008057,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,18000,1.7629234790802002,1.6735237836837769,2.447748408931218,5.455639849485613,2.366180127653718,2.4492798760325805,2.4669918789245715,1.6032073497772217,0,27.14094853401184,2976.80615234375,4336128,491.92483711242676,4285604,0.25544190406799316,2048,47,47
smat_d2_qkn,smat,2,20000,1.645970344543457,1.6605257391929626,2.439662923044366,5.425149608363733,2.3597159573275026,2.4401390296002323,2.4592925845566813,1.7035503387451172,0,27.24091112613678,2976.80615234375,4336128,546.7570908069611,4285604,0.25544190406799316,2048,47,47
smat_d3_qkn,smat,3,2000,2.436077356338501,2.4644668102264404,3.552634799453855,11.734096034933026,3.4939354042287594,3.52834075695773,3.5855301801322237,0.6951141357421875,0,41.182915449142456,4123.53173828125,4336128,82.95612287521362,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,4000,2.345552921295166,2.3284313678741455,3.389465304706929,10.479262660166173,3.3338085822025367,3.398030189235908,3.396955821936292,0.6376291513442993,0,41.04805588722229,4123.53173828125,4336128,165.64079093933105,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,6000,2.282599925994873,2.2419559955596924,3.2642047127568157,9.607790630896178,3.179183438402815,3.279322110883969,3.274121982749951,0.7862023711204529,0,41.04512441158295,4123.53173828125,4336128,248.31877779960632,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,8000,2.138331651687622,2.1431230306625366,3.1227582183883036,8.710516202835732,3.0086867281183847,3.1409855827223505,3.1376055677052475,0.7532259225845337,0,41.080061197280884,4123.53173828125,4336128,331.07186555862427,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,10000,1.9098379611968994,2.0261884927749634,2.967010206377895,7.819141447779447,2.8340438837984223,2.9869238168543486,2.9853165791654233,0.867114782333374,0,41.08713626861572,4123.53173828125,4336128,413.8434851169586,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,12000,1.9267305135726929,1.924160361289978,2.80348719537551,6.981258805980257,2.6707968799162085,2.817716022418044,2.8259881539584355,1.187188744544983,0,41.12228965759277,4123.53173828125,4336128,496.6824703216553,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,14000,1.7549601793289185,1.822986125946045,2.6720086344571676,6.373158913205672,2.5557126289277137,2.681356299645955,2.694071886947941,1.4632630348205566,0,41.08927857875824,4123.53173828125,4336128,579.4559810161591,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,16000,1.7671374082565308,1.7628799080848694,2.5858006377766314,6.00348672673451,2.4857242106823736,2.5938627690721474,2.6047731460785593,1.5957480669021606,0,41.081782579422,4123.53173828125,4336128,662.212634563446,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,18000,1.8264821767807007,1.7367106080055237,2.5404778949659232,5.8178169109880775,2.4485215281723978,2.5453462278476904,2.5598157370029786,1.6130354404449463,0,41.053879499435425,4123.53173828125,4336128,744.9099526405334,4518991,0.26935285329818726,2048,13,182
smat_d3_qkn,smat,3,20000,1.7251791954040527,1.725564956665039,2.5316090327755423,5.782162012489144,2.4426577979370303,2.5360303100259696,2.55053088354735,1.7232433557510376,0,42.44364023208618,4123.53173828125,4336128,830.388815164566,4518991,0.26935285329818726,2048,13,182
