run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,hash_hit,cell_occ,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,1000,4.862583637237549,0.011962890625,4.854432851076126,0.890 0.891 0.883 0.880,0.205 0.064 0.077 0.075,0.956 0.980 0.980 0.982,92.52321267127991,93.06841087341309,256,4,64,0,0,4160,3500608
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,2000,4.857903003692627,0.0087890625,4.857082843780518,0.855 0.895 0.892 0.896,0.107 0.077 0.077 0.084,0.988 0.985 0.985 0.987,98.05091428756714,191.65927004814148,256,4,64,0,0,4160,3500608
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,3000,4.779049396514893,0.0146484375,4.768636405467987,0.780 0.861 0.851 0.839,0.608 0.192 0.067 0.196,0.824 0.963 0.983 0.982,99.86627125740051,292.0633065700531,256,4,64,0,0,4160,3500608
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,4000,4.571379661560059,0.03564453125,4.538857847452164,0.777 0.858 0.866 0.870,0.768 0.063 0.086 0.092,0.776 0.971 0.977 0.967,100.88601398468018,393.4864420890808,256,4,64,0,0,4160,3500608
smat_d2_T512_p16_cpoint_dm256_s0_decaymamba2,smat,2,16,16,128,5000,4.527666091918945,0.036865234375,4.452003091573715,0.804 0.876 0.866 0.891,0.866 0.068 0.058 0.104,0.484 0.822 0.975 0.900,100.92990469932556,495.13041257858276,256,4,64,0,0,4160,3500608
