T,d,nb,r,d_qk,d_v,chunk,dtype,device,triton,build_ms,build_prime_ms,build_directions_ms,build_incidence_ms,build_reorder_ms,build_total_ms,stage_ms,kind,q,B,N0,n,T_R,I_prof,I_tok,deg,incidence_exact,pool_gain,featurise_ms,prefill_ms,prefill_peak_MB,phase_lr_pool_ms,phase_lr_incidence_ms,phase_lr_query_ms,phase_scan_ms,phase_normalise_ms,phase_lr_total_ms,prefill_torch_ms,prefill_torch_peak_MB,torchphase_lr_pool_ms,torchphase_lr_incidence_ms,torchphase_lr_query_ms,torchphase_scan_ms,torchphase_normalise_ms,decode_us_per_token,cache_words,kv_cache_words,cache_ratio,sdpa_ms,dense_masked_ms
4096,3,8,256,64,64,128,bf16,cuda,True,8.49812850356102,0.007946044206619263,0.06210245192050934,0.13602152466773987,8.248908445239067,8.473234251141548,184.61006879806519,geometric,13,182,169,2048,2048,2366,28672,13,True,12.118343195266272,0.34457600116729736,3.2184640169143677,238.859375,0.32051199674606323,1.7928320169448853,0.4596160054206848,0.5592960119247437,0.0541439987719059,2.5729600191116333,7.419584035873413,1287.3203125,0.5973439812660217,5.570271968841553,0.4598720073699951,0.7383040189743042,0.05260799825191498,209.16299521923065,24360960,4194304,5.80810546875,0.21500799804925919,2.0805439949035645
8192,3,8,256,64,64,128,bf16,cuda,True,0.9600352495908737,0.00900961458683014,0.09969063103199005,0.3582313656806946,0.44727325439453125,0.9325724095106125,0.2468246966600418,geometric,17,306,289,4096,4096,5202,73728,17,True,14.173010380622838,0.46220800280570984,4.910959959030151,423.0234375,0.2559039890766144,3.1767361164093018,0.5941759943962097,0.7353600263595581,0.06364800035953522,4.026816099882126,10.90667200088501,1389.89697265625,0.6485120058059692,8.592384338378906,0.5945919752120972,0.9703360199928284,0.06294400244951248,120.36850303411484,40867840,8388608,4.871826171875,0.5803039968013763,
16384,3,8,256,64,64,128,bf16,cuda,True,0.8493363857269287,0.0047013163566589355,0.08039921522140503,0.5030035972595215,0.23646466434001923,0.8337162435054779,0.15857070684432983,geometric,23,552,529,8192,8192,12696,196608,23,True,15.485822306238186,0.7880640029907227,8.755055904388428,805.49072265625,0.37036800384521484,5.416736125946045,1.3343679904937744,1.381216049194336,0.11865600198507309,7.121472120285034,29.003968238830566,1670.2080078125,1.414944052696228,24.12371253967285,1.3782720565795898,1.870527982711792,0.12201599776744843,120.85949629545212,73615360,16777216,4.3878173828125,1.9055359959602356,
32768,3,8,256,64,64,128,bf16,cuda,True,1.438857987523079,0.004848465323448181,0.08619017899036407,1.0128188878297806,0.30713342130184174,1.4217160642147064,0.20215101540088654,geometric,29,870,841,16384,16384,25230,491520,29,True,19.48156956004756,1.5228959918022156,14.568559646606445,1352.3671875,0.6488959789276123,8.707296371459961,2.0013439655303955,2.704479932785034,0.21961599588394165,11.357536315917969,62.7412166595459,2194.271484375,2.4933440685272217,54.683265686035156,2.066879987716675,3.6330881118774414,0.22339199483394623,116.06249958276749,115947520,33554432,3.45550537109375,7.527888059616089,
65536,3,8,256,64,64,128,bf16,cuda,True,2.697868272662163,0.005677342414855957,0.11301971971988678,1.9908417016267776,0.5498304963111877,2.6764608919620514,0.32061338424682617,geometric,37,1406,1369,32768,32768,52022,1245184,37,True,23.93571950328707,3.0213279724121094,30.547216415405273,2376.1796875,1.0782719850540161,20.737760543823242,2.558880090713501,5.330880165100098,0.420991986989975,24.37491261959076,167.80583953857422,2837.1640625,5.1347198486328125,151.91580200195312,2.6427199840545654,7.119679927825928,0.4288319945335388,115.57649821043015,187299840,67108864,2.790985107421875,29.317376136779785,
131072,3,8,256,64,64,128,bf16,cuda,True,3.9967913180589676,0.0054854899644851685,0.15697069466114044,2.9289834201335907,0.8657798171043396,3.9741843938827515,0.3961808979511261,geometric,41,1722,1681,65536,65536,70602,2752512,41,True,38.98631766805473,6.00379204750061,43.14683151245117,3662.0859375,1.5795199871063232,25.996000289916992,3.594399929046631,10.682815551757812,0.8287360072135925,31.169920206069946,234.79035186767578,4446.1171875,8.693632125854492,206.3555908203125,3.7028799057006836,14.184736251831055,0.8404160141944885,115.72100222110748,229365760,134217728,1.7089080810546875,118.0261116027832,
