T,d,nb,r,d_qk,d_v,chunk,dtype,device,triton,build_ms,build_prime_ms,build_directions_ms,build_incidence_ms,build_reorder_ms,build_total_ms,stage_ms,kind,q,B,N0,n,T_R,I_prof,I_tok,deg,incidence_exact,pool_gain,featurise_ms,prefill_ms,prefill_peak_MB,phase_lr_pool_ms,phase_lr_incidence_ms,phase_lr_query_ms,phase_scan_ms,phase_normalise_ms,phase_lr_total_ms,prefill_torch_ms,prefill_torch_peak_MB,torchphase_lr_pool_ms,torchphase_lr_incidence_ms,torchphase_lr_query_ms,torchphase_scan_ms,torchphase_normalise_ms,decode_us_per_token,cache_words,kv_cache_words,cache_ratio,sdpa_ms,dense_masked_ms
16384,3,8,64,64,64,64,bf16,cuda,True,7.709238678216934,0.007327646017074585,0.09404122829437256,0.5636345595121384,6.996793672442436,7.6816752552986145,184.64555963873863,geometric,23,552,529,8192,8192,12696,196608,23,True,15.485822306238186,0.3988640010356903,4.917487859725952,251.828125,0.2059199959039688,2.5410239696502686,0.6811519861221313,1.1903040409088135,0.16201600432395935,3.4280959516763687,10.84609603881836,1189.37353515625,0.79830402135849,6.738560199737549,0.6785280108451843,2.3319358825683594,0.1590079963207245,115.31049758195877,18403840,16777216,1.096954345703125,1.9532960057258606,
65536,3,8,64,64,64,64,bf16,cuda,True,3.4575052559375763,0.006625428795814514,0.11719204485416412,2.345617860555649,0.945601612329483,3.4338049590587616,0.3194008022546768,geometric,37,1406,1369,32768,32768,52022,1245184,37,True,23.93571950328707,1.027616024017334,11.42416000366211,807.294921875,0.3352319896221161,5.209727764129639,1.9755200147628784,3.042815923690796,0.4204480051994324,7.520479768514633,32.04191970825195,1423.3251953125,1.841439962387085,21.52729606628418,2.0842559337615967,5.885312080383301,0.4256959855556488,114.37799781560898,46824960,67108864,0.6977462768554688,29.48742389678955,
262144,3,8,64,64,64,64,bf16,cuda,True,7.744407281279564,0.005338340997695923,0.18384121358394623,5.765613168478012,1.7513465136289597,7.722282782196999,0.6185565143823624,geometric,53,2862,2809,131072,131072,151686,7077888,53,True,46.661445354218586,3.9995200634002686,35.595327377319336,2540.611328125,0.7197440266609192,14.415072441101074,5.299776077270508,12.216480255126953,1.6369279623031616,20.4345925450325,117.72998428344727,4347.958984375,5.236576080322266,79.78800201416016,5.55299186706543,23.76710319519043,1.6480640172958374,113.89700323343277,95280640,268435456,0.3549480438232422,496.96327209472656,
