run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,hash_hit,cell_occ,g_density,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_dm256_s2_decaymamba2,smat,2,16,16,128,1500,1.2381707429885864,0.704345703125,1.147971734404564,0.897 0.839 0.805 0.838,0.939 0.938 0.939 0.938,0.237 0.302 0.297 0.546,0.572 0.479 0.478 0.354,348.0448513031006,527.5161120891571,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_dm256_s2_decaymamba2,smat,2,16,16,128,2000,0.9228234887123108,0.752197265625,0.9113456569612026,0.905 0.841 0.807 0.722,0.902 0.902 0.902 0.902,0.242 0.317 0.278 0.558,0.576 0.471 0.488 0.351,351.85539197921753,704.6665382385254,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_dm256_s2_decaymamba2,smat,2,16,16,128,2500,0.6489997506141663,0.8173828125,0.6256415490061045,0.910 0.874 0.804 0.724,0.965 0.965 0.966 0.965,0.237 0.316 0.281 0.555,0.580 0.472 0.488 0.357,352.00832509994507,881.8889787197113,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_dm256_s2_decaymamba2,smat,2,16,16,128,3000,0.46698421239852905,0.828125,0.5836377814412117,0.908 0.894 0.833 0.715,0.914 0.910 0.910 0.911,0.239 0.318 0.278 0.552,0.578 0.470 0.489 0.362,351.4166226387024,1058.7264001369476,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_ag1_dm256_s2_decaymamba2,smat,2,16,16,128,500,4.186519622802734,0.138916015625,3.9878547936677933,0.741 0.668 0.702 0.843,0.918 0.918 0.918 0.918,0.349 0.457 0.496 0.938,0.487 0.365 0.395 0.062,351.418909072876,176.92788004875183,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_ag1_dm256_s2_decaymamba2,smat,2,16,16,128,1000,1.707200050354004,0.627685546875,1.520440362393856,0.871 0.794 0.796 0.874,0.922 0.923 0.922 0.922,0.347 0.394 0.301 0.923,0.560 0.407 0.535 0.071,350.908833026886,353.5969805717468,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_ag1_dm256_s2_decaymamba2,smat,2,16,16,128,1500,1.0268055200576782,0.88427734375,0.6021220199763775,0.861 0.754 0.776 0.897,0.938 0.938 0.938 0.938,0.247 0.388 0.302 0.910,0.693 0.432 0.522 0.074,350.8080139160156,530.2241721153259,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_ag1_dm256_s2_decaymamba2,smat,2,16,16,128,2000,0.5332642793655396,0.95263671875,0.183293211273849,0.923 0.802 0.818 0.902,0.902 0.902 0.902 0.902,0.207 0.445 0.372 0.949,0.755 0.439 0.462 0.060,352.391806602478,707.6436958312988,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_ag1_dm256_s2_decaymamba2,smat,2,16,16,128,2500,0.4261710047721863,0.976318359375,0.08832801110111177,0.923 0.816 0.810 0.905,0.965 0.965 0.965 0.965,0.181 0.452 0.427 0.954,0.790 0.442 0.419 0.058,352.97385454177856,885.3546621799469,256,4,64,0,2,4160,3629632
smat_d2_T1024_p16_cpoint_embed_frz_unfrz1500_sh1_ag1_dm256_s2_decaymamba2,smat,2,16,16,128,3000,0.31968003511428833,0.98486328125,0.07308489957358688,0.923 0.831 0.833 0.913,0.910 0.910 0.910 0.910,0.181 0.454 0.441 0.952,0.791 0.444 0.414 0.059,352.86669635772705,1062.9166657924652,256,4,64,0,2,4160,3629632
