task,family,width,d,split,cell,n,seeds,mean,std
mqar,mamba2,64,1,validation,8,5,"[123, 1, 2, 3, 4]",99.3,0.40107278017836195
mqar,mamba2,64,1,validation,macro,5,"[123, 1, 2, 3, 4]",86.5985,4.2362750949020676
mqar,mamba2,64,2,validation,16,5,"[123, 1, 2, 3, 4]",94.985,3.0654309953903742
mqar,mamba2,64,2,validation,32,5,"[123, 1, 2, 3, 4]",84.4125,4.010767368323986
mqar,mamba2,64,2,validation,4,5,"[123, 1, 2, 3, 4]",99.86,0.08023403267940858
mqar,mamba2,64,2,validation,64,5,"[123, 1, 2, 3, 4]",80.7115625,3.745995681067731
mqar,mamba2,64,2,validation,8,5,"[123, 1, 2, 3, 4]",99.63250000000001,0.0455864563220268
mqar,mamba2,64,2,validation,macro,5,"[123, 1, 2, 3, 4]",91.9203125,0.9647957351413141
mqar,mamba2,64,3,validation,16,5,"[123, 1, 2, 3, 4]",94.62875,3.245316938489985
mqar,mamba2,64,3,validation,32,5,"[123, 1, 2, 3, 4]",84.9975,3.5361404189454944
mqar,mamba2,64,3,validation,4,5,"[123, 1, 2, 3, 4]",99.855,0.11779218989389664
mqar,mamba2,64,3,validation,64,5,"[123, 1, 2, 3, 4]",84.6640625,7.594892130544672
mqar,mamba2,64,3,validation,8,5,"[123, 1, 2, 3, 4]",99.5525,0.132994360782705
mqar,mamba2,64,3,validation,macro,5,"[123, 1, 2, 3, 4]",92.7395625,2.5763264806242283
mqar,mamba2,64,4,validation,16,5,"[123, 1, 2, 3, 4]",92.82249999999999,0.7991401629251291
mqar,mamba2,64,4,validation,32,5,"[123, 1, 2, 3, 4]",88.0125,4.6906088648956334
mqar,mamba2,64,4,validation,4,5,"[123, 1, 2, 3, 4]",99.76,0.193326149291813
mqar,mamba2,64,4,validation,64,5,"[123, 1, 2, 3, 4]",87.1278125,1.8458933516389857
mqar,mamba2,64,4,validation,8,5,"[123, 1, 2, 3, 4]",98.55749999999999,2.2525957249360107
mqar,mamba2,64,4,validation,macro,5,"[123, 1, 2, 3, 4]",93.2560625,1.3684639327202737
