task,sched,trained,seed,d,q,N0,T_train,T_eval,pos_lo,pos_hi,bpb,n_windows,steps,train_sec
pg19,half_oracle,half,2,2,37,37,2048,2048,0,128,1.7616914384031608,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,128,256,1.653095166980181,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,256,384,1.6386108592521056,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,384,512,1.6194740176498774,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,512,640,1.616282864279504,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,640,768,1.619630559147464,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,768,896,1.6320666929037635,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,896,1024,1.6304599542254272,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,1024,1152,1.6559615058376536,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,1152,1280,1.5944894887978316,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,1280,1408,1.5821885915164358,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,1408,1536,1.5932009532934712,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,1536,1664,1.6035076345642572,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,1664,1792,1.602046849281684,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,1792,1920,1.594237284302028,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,2048,1920,2048,1.5883802473430395,512,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,0,128,1.7808383890246813,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,128,256,1.6319186899920934,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,256,384,1.6541107468711163,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,384,512,1.6284442100261702,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,512,640,1.6163692869471646,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,640,768,1.6339152637101768,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,768,896,1.6293203572922557,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,896,1024,1.606781404100539,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,1024,1152,1.6035405234750297,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,1152,1280,1.6131963007978425,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,1280,1408,1.630704620834171,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,1408,1536,1.6091248197149306,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,1536,1664,1.635446295675989,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,1664,1792,1.6179843622913572,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,1792,1920,1.6567712640215904,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,1920,2048,1.6054489777503291,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,2048,2176,1.6309785226880797,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,2176,2304,1.5843876902574763,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,2304,2432,1.5526335513304816,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,2432,2560,1.5793071325035788,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,2560,2688,1.5681764523731114,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,2688,2816,1.5523123459759591,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,2816,2944,1.5856328135366509,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,2944,3072,1.5921418904696385,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,3072,3200,1.5908686607913856,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,3200,3328,1.598913685219711,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,3328,3456,1.5900922770668966,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,3456,3584,1.608921441832695,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,3584,3712,1.5989285717121433,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,3712,3840,1.6089924771756339,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,3840,3968,1.6093793351436292,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,4096,3968,4096,1.6037560769395731,256,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,0,128,1.7471638842183332,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,128,256,1.6209176501193223,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,256,384,1.647474989033268,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,384,512,1.6536682353634884,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,512,640,1.6328801466572844,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,640,768,1.5902649768299895,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,768,896,1.6201944743042214,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,896,1024,1.582162622514047,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,1024,1152,1.6060347837876616,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,1152,1280,1.6308342781179819,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,1280,1408,1.6222812830490376,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,1408,1536,1.6443847055450347,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,1536,1664,1.6129001377296228,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,1664,1792,1.6340403394156373,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,1792,1920,1.632317059125046,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,1920,2048,1.6242843221769196,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,2048,2176,1.6223313475304084,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,2176,2304,1.61760764806669,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,2304,2432,1.6007454613282375,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,2432,2560,1.5971091533716475,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,2560,2688,1.5827888287918326,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,2688,2816,1.6131599496025464,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,2816,2944,1.622473490225624,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,2944,3072,1.6234561744037384,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,3072,3200,1.6400993106480943,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,3200,3328,1.641206730471247,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,3328,3456,1.6250490472537704,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,3456,3584,1.578698618920007,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,3584,3712,1.6353616497704992,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,3712,3840,1.6646380031345558,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,3840,3968,1.632733981180376,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,3968,4096,1.6137789630712547,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,4096,4224,1.6668926141257705,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,4224,4352,1.5584559972291165,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,4352,4480,1.5835223047133948,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,4480,4608,1.546982154207678,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,4608,4736,1.5670758011547583,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,4736,4864,1.583152724304733,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,4864,4992,1.6278084129653883,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,4992,5120,1.563131992375233,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,5120,5248,1.575378065903895,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,5248,5376,1.5754850997643282,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,5376,5504,1.6212277831459667,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,5504,5632,1.5616283693256368,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,5632,5760,1.55274738524469,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,5760,5888,1.6029910572962458,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,5888,6016,1.584492627239593,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,6016,6144,1.5938200442719386,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,6144,6272,1.5579986902379424,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,6272,6400,1.587700137919359,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,6400,6528,1.6039240300486828,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,6528,6656,1.6087909147264732,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,6656,6784,1.593309145076647,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,6784,6912,1.6050821215619724,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,6912,7040,1.6048042152960997,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,7040,7168,1.5893555965198778,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,7168,7296,1.6118119592423128,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,7296,7424,1.6292373006727328,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,7424,7552,1.6021792287283905,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,7552,7680,1.6115650072503422,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,7680,7808,1.6115373974427705,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,7808,7936,1.586698105441095,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,7936,8064,1.638269753707794,128,6000,1550
pg19,half_oracle,half,2,2,37,37,2048,8192,8064,8192,1.595635175117699,128,6000,1550
pg19,half,half,2,2,37,37,2048,16384,0,128,1.7371061921844455,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,128,256,1.6576762892888492,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,256,384,1.603059336665491,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,384,512,1.5671089582740705,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,512,640,1.6708093798983348,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,640,768,1.6256857131187556,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,768,896,1.5621047761322617,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,896,1024,1.607851444768861,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,1024,1152,1.6102147034904213,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,1152,1280,1.5694374324154312,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,1280,1408,1.5846200814339388,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,1408,1536,1.5832541064398864,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,1536,1664,1.5935588402149918,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,1664,1792,1.5967459148967151,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,1792,1920,1.587754494766068,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,1920,2048,1.571286627118197,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,2048,2176,1.5988519785552275,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,2176,2304,1.6230542319491237,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,2304,2432,1.5557388769709815,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,2432,2560,1.5540412700482342,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,2560,2688,1.5717381144939542,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,2688,2816,1.5849069306848138,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,2816,2944,1.5604261723345847,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,2944,3072,1.6097717392686963,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,3072,3200,1.6024981232077513,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,3200,3328,1.5438133086687382,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,3328,3456,1.6121457332283602,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,3456,3584,1.5649563011207133,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,3584,3712,1.5680971290178558,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,3712,3840,1.6107497172744618,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,3840,3968,1.593859409567111,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,3968,4096,1.572728623737037,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,4096,4224,1.6245664825781,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,4224,4352,1.611524213971169,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,4352,4480,1.6338530552949169,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,4480,4608,1.5745087675550637,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,4608,4736,1.6029944920104304,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,4736,4864,1.6041190970246708,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,4864,4992,1.5865977659612596,64,6000,1550
pg19,half,half,2,2,37,37,2048,16384,4992,5120,1.5732520578265345,64,6000,1550
