task,sched,trained,seed,d,q,N0,T_train,T_eval,layout,D,acc,n_queries,pairs_in_G,steps,train_sec
mqar,half,half,0,2,23,23,1024,4096,uniform,0,0.677001953125,4096,nan,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,4096,uniform,0,0.86376953125,4096,nan,7000,2453
mqar,half,half,0,2,23,23,1024,4096,placed,0,0.47314453125,4096,0.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,4096,placed,0,0.494140625,4096,0.0,7000,2453
mqar,half,half,0,2,23,23,1024,4096,placed,256,0.46875,4096,0.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,4096,placed,256,0.47998046875,4096,0.0,7000,2453
mqar,half,half,0,2,23,23,1024,4096,placed,1024,0.478759765625,4096,0.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,4096,placed,1024,0.4892578125,4096,0.0,7000,2453
mqar,half,half,0,2,23,23,1024,4096,placed,3072,0.481689453125,4096,0.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,4096,placed,3072,1.0,4096,1.0,7000,2453
mqar,half,half,0,2,23,23,1024,4096,placed,3582,1.0,4096,1.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,4096,placed,3582,1.0,4096,1.0,7000,2453
mqar,half,half,0,2,23,23,1024,8192,uniform,0,0.56787109375,2048,nan,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,8192,uniform,0,0.84521484375,2048,nan,7000,2453
mqar,half,half,0,2,23,23,1024,8192,placed,0,0.41357421875,2048,0.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,8192,placed,0,0.45751953125,2048,0.0,7000,2453
mqar,half,half,0,2,23,23,1024,8192,placed,256,0.39208984375,2048,0.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,8192,placed,256,0.4326171875,2048,0.0,7000,2453
mqar,half,half,0,2,23,23,1024,8192,placed,1024,0.40771484375,2048,0.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,8192,placed,1024,0.4609375,2048,0.0,7000,2453
mqar,half,half,0,2,23,23,1024,8192,placed,3072,0.40380859375,2048,0.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,8192,placed,3072,0.4423828125,2048,0.0,7000,2453
mqar,half,half,0,2,23,23,1024,8192,placed,7678,0.9990234375,2048,1.0,7000,2453
mqar,half_oracle,half,0,2,23,23,1024,8192,placed,7678,1.0,2048,1.0,7000,2453
mqar,win4,win4,0,2,23,23,1024,1024,uniform,0,0.82598876953125,16384,nan,7000,2468
mqar,win4,win4,0,2,23,23,1024,1024,placed,0,0.47308349609375,16384,0.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,1024,placed,256,0.999755859375,16384,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,1024,placed,510,0.99981689453125,16384,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,2048,uniform,0,0.9405517578125,8192,nan,7000,2468
mqar,win4,win4,0,2,23,23,1024,2048,placed,0,0.3856201171875,8192,0.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,2048,placed,256,0.9927978515625,8192,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,2048,placed,1024,0.991943359375,8192,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,2048,placed,1534,0.993408203125,8192,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,4096,uniform,0,0.962890625,4096,nan,7000,2468
mqar,win4,win4,0,2,23,23,1024,4096,placed,0,0.312744140625,4096,0.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,4096,placed,256,0.982666015625,4096,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,4096,placed,1024,0.985107421875,4096,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,4096,placed,3072,0.986572265625,4096,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,4096,placed,3582,0.9853515625,4096,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,8192,uniform,0,0.9794921875,2048,nan,7000,2468
mqar,win4,win4,0,2,23,23,1024,8192,placed,0,0.263671875,2048,0.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,8192,placed,256,0.947265625,2048,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,8192,placed,1024,0.94384765625,2048,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,8192,placed,3072,0.947265625,2048,1.0,7000,2468
mqar,win4,win4,0,2,23,23,1024,8192,placed,7678,0.9462890625,2048,1.0,7000,2468
mqar,win4,win4,1,2,23,23,1024,1024,uniform,0,0.79669189453125,16384,nan,7000,2481
mqar,win4,win4,1,2,23,23,1024,1024,placed,0,0.41424560546875,16384,0.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,1024,placed,256,0.9998779296875,16384,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,1024,placed,510,0.99981689453125,16384,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,2048,uniform,0,0.921142578125,8192,nan,7000,2481
mqar,win4,win4,1,2,23,23,1024,2048,placed,0,0.3514404296875,8192,0.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,2048,placed,256,0.98828125,8192,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,2048,placed,1024,0.9920654296875,8192,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,2048,placed,1534,0.995849609375,8192,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,4096,uniform,0,0.961181640625,4096,nan,7000,2481
mqar,win4,win4,1,2,23,23,1024,4096,placed,0,0.27001953125,4096,0.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,4096,placed,256,0.985107421875,4096,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,4096,placed,1024,0.985107421875,4096,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,4096,placed,3072,0.990966796875,4096,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,4096,placed,3582,0.99462890625,4096,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,8192,uniform,0,0.984375,2048,nan,7000,2481
mqar,win4,win4,1,2,23,23,1024,8192,placed,0,0.24609375,2048,0.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,8192,placed,256,0.98193359375,2048,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,8192,placed,1024,0.97607421875,2048,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,8192,placed,3072,0.97705078125,2048,1.0,7000,2481
mqar,win4,win4,1,2,23,23,1024,8192,placed,7678,0.9970703125,2048,1.0,7000,2481
mqar,half,half,1,2,23,23,1024,1024,uniform,0,0.9273681640625,16384,nan,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,1024,uniform,0,0.9267578125,16384,nan,7000,2478
mqar,half,half,1,2,23,23,1024,1024,placed,0,0.617431640625,16384,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,1024,placed,0,0.6209716796875,16384,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,1024,placed,256,1.0,16384,1.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,1024,placed,256,1.0,16384,1.0,7000,2478
mqar,half,half,1,2,23,23,1024,1024,placed,510,1.0,16384,1.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,1024,placed,510,1.0,16384,1.0,7000,2478
mqar,half,half,1,2,23,23,1024,2048,uniform,0,0.8211669921875,8192,nan,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,2048,uniform,0,0.8966064453125,8192,nan,7000,2478
mqar,half,half,1,2,23,23,1024,2048,placed,0,0.5399169921875,8192,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,2048,placed,0,0.541748046875,8192,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,2048,placed,256,0.539794921875,8192,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,2048,placed,256,0.5357666015625,8192,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,2048,placed,1024,0.5218505859375,8192,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,2048,placed,1024,1.0,8192,1.0,7000,2478
mqar,half,half,1,2,23,23,1024,2048,placed,1534,1.0,8192,1.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,2048,placed,1534,1.0,8192,1.0,7000,2478
mqar,half,half,1,2,23,23,1024,4096,uniform,0,0.700439453125,4096,nan,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,4096,uniform,0,0.879150390625,4096,nan,7000,2478
mqar,half,half,1,2,23,23,1024,4096,placed,0,0.4814453125,4096,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,4096,placed,0,0.48583984375,4096,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,4096,placed,256,0.496337890625,4096,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,4096,placed,256,0.503173828125,4096,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,4096,placed,1024,0.472900390625,4096,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,4096,placed,1024,0.48974609375,4096,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,4096,placed,3072,0.472900390625,4096,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,4096,placed,3072,0.9970703125,4096,1.0,7000,2478
mqar,half,half,1,2,23,23,1024,4096,placed,3582,0.997314453125,4096,1.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,4096,placed,3582,0.998046875,4096,1.0,7000,2478
mqar,half,half,1,2,23,23,1024,8192,uniform,0,0.5986328125,2048,nan,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,8192,uniform,0,0.8681640625,2048,nan,7000,2478
mqar,half,half,1,2,23,23,1024,8192,placed,0,0.46533203125,2048,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,8192,placed,0,0.47607421875,2048,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,8192,placed,256,0.4765625,2048,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,8192,placed,256,0.47265625,2048,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,8192,placed,1024,0.447265625,2048,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,8192,placed,1024,0.47509765625,2048,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,8192,placed,3072,0.43798828125,2048,0.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,8192,placed,3072,0.46630859375,2048,0.0,7000,2478
mqar,half,half,1,2,23,23,1024,8192,placed,7678,0.99462890625,2048,1.0,7000,2478
mqar,half_oracle,half,1,2,23,23,1024,8192,placed,7678,0.99609375,2048,1.0,7000,2478
mqar,win8,win8,0,2,23,23,1024,1024,uniform,0,0.98931884765625,16384,nan,7000,2549
mqar,win8,win8,0,2,23,23,1024,1024,placed,0,0.950927734375,16384,0.5,7000,2549
mqar,win8,win8,0,2,23,23,1024,1024,placed,256,1.0,16384,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,1024,placed,510,1.0,16384,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,2048,uniform,0,0.99853515625,8192,nan,7000,2549
mqar,win8,win8,0,2,23,23,1024,2048,placed,0,0.9544677734375,8192,0.5,7000,2549
mqar,win8,win8,0,2,23,23,1024,2048,placed,256,1.0,8192,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,2048,placed,1024,1.0,8192,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,2048,placed,1534,1.0,8192,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,4096,uniform,0,0.999755859375,4096,nan,7000,2549
mqar,win8,win8,0,2,23,23,1024,4096,placed,0,0.947998046875,4096,0.5,7000,2549
mqar,win8,win8,0,2,23,23,1024,4096,placed,256,1.0,4096,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,4096,placed,1024,1.0,4096,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,4096,placed,3072,1.0,4096,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,4096,placed,3582,1.0,4096,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,8192,uniform,0,1.0,2048,nan,7000,2549
mqar,win8,win8,0,2,23,23,1024,8192,placed,0,0.93212890625,2048,0.5,7000,2549
mqar,win8,win8,0,2,23,23,1024,8192,placed,256,1.0,2048,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,8192,placed,1024,1.0,2048,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,8192,placed,3072,1.0,2048,1.0,7000,2549
mqar,win8,win8,0,2,23,23,1024,8192,placed,7678,1.0,2048,1.0,7000,2549
mqar,win8,win8,1,2,23,23,1024,1024,uniform,0,0.93499755859375,16384,nan,7000,2566
mqar,win8,win8,1,2,23,23,1024,1024,placed,0,0.8861083984375,16384,0.5,7000,2566
mqar,win8,win8,1,2,23,23,1024,1024,placed,256,0.99969482421875,16384,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,1024,placed,510,0.99981689453125,16384,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,2048,uniform,0,0.9798583984375,8192,nan,7000,2566
mqar,win8,win8,1,2,23,23,1024,2048,placed,0,0.885009765625,8192,0.5,7000,2566
mqar,win8,win8,1,2,23,23,1024,2048,placed,256,0.9901123046875,8192,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,2048,placed,1024,0.9959716796875,8192,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,2048,placed,1534,0.992919921875,8192,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,4096,uniform,0,0.8779296875,4096,nan,7000,2566
mqar,win8,win8,1,2,23,23,1024,4096,placed,0,0.792236328125,4096,0.5,7000,2566
mqar,win8,win8,1,2,23,23,1024,4096,placed,256,0.836669921875,4096,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,4096,placed,1024,0.853271484375,4096,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,4096,placed,3072,0.898681640625,4096,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,4096,placed,3582,0.8935546875,4096,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,8192,uniform,0,0.74267578125,2048,nan,7000,2566
mqar,win8,win8,1,2,23,23,1024,8192,placed,0,0.529296875,2048,0.5,7000,2566
mqar,win8,win8,1,2,23,23,1024,8192,placed,256,0.56005859375,2048,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,8192,placed,1024,0.56591796875,2048,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,8192,placed,3072,0.5625,2048,1.0,7000,2566
mqar,win8,win8,1,2,23,23,1024,8192,placed,7678,0.61328125,2048,1.0,7000,2566
