task,sched,trained,seed,d,q,N0,T_train,T_eval,pos_lo,pos_hi,bpb,n_windows,steps,train_sec
pg19,dbl,dbl,2,2,37,37,2048,16384,0,128,1.751941398495793,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,128,256,1.6809689570148094,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,256,384,1.6376912901141019,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,384,512,1.5953349594773347,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,512,640,1.6828875860100487,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,640,768,1.656130530447804,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,768,896,1.599121063546049,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,896,1024,1.6321039418329613,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,1024,1152,1.5919941493318548,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,1152,1280,1.6179240358863183,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,1280,1408,1.6307842932746344,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,1408,1536,1.6178582233092458,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,1536,1664,1.6259172354306575,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,1664,1792,1.6336527551715414,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,1792,1920,1.6209692760171568,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,1920,2048,1.6043865866570188,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,2048,2176,1.6313889176926732,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,2176,2304,1.648430224354127,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,2304,2432,1.5830369311487142,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,2432,2560,1.5939148193981736,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,2560,2688,1.604590816564678,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,2688,2816,1.6196700818817107,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,2816,2944,1.5924119224304842,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,2944,3072,1.6370328535695506,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,3072,3200,1.6338758461295073,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,3200,3328,1.5708347015522381,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,3328,3456,1.6451914974376267,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,3456,3584,1.6007323137038503,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,3584,3712,1.591248852563196,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,3712,3840,1.6344136089644778,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,3840,3968,1.618522211920673,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,3968,4096,1.591820016226049,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,4096,4224,1.6407468150520417,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,4224,4352,1.6215573960105172,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,4352,4480,1.6557702072488547,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,4480,4608,1.5922785947226243,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,4608,4736,1.633506646871727,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,4736,4864,1.6296500570193817,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,4864,4992,1.61462832964486,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,4992,5120,1.5912036949723296,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,5120,5248,1.5839425371303413,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,5248,5376,1.5770345643780297,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,5376,5504,1.6105183398892244,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,5504,5632,1.6306117634761463,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,5632,5760,1.5869712816697163,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,5760,5888,1.5772021341738782,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,5888,6016,1.5965285765663255,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,6016,6144,1.581471248573136,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,6144,6272,1.6321604926288829,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,6272,6400,1.5845951605374289,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,6400,6528,1.651294616917824,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,6528,6656,1.5946306873414642,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,6656,6784,1.5922472095001292,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,6784,6912,1.6404247874474576,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,6912,7040,1.5880820228028438,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,7040,7168,1.6235411326785958,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,7168,7296,1.5843580798394643,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,7296,7424,1.6133637434384274,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,7424,7552,1.6549694553677514,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,7552,7680,1.6327515138165172,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,7680,7808,1.6254148048431118,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,7808,7936,1.657199308706365,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,7936,8064,1.6987691115236656,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,8064,8192,1.621487039287353,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,8192,8320,1.6508769359460091,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,8320,8448,1.6085336563928307,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,8448,8576,1.6368739250306579,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,8576,8704,1.5940993230294849,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,8704,8832,1.5770802579975869,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,8832,8960,1.6582318298646301,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,8960,9088,1.5853074018868434,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,9088,9216,1.615286763680631,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,9216,9344,1.6303161596926943,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,9344,9472,1.6275782630769298,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,9472,9600,1.5755189642546656,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,9600,9728,1.6078283001385398,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,9728,9856,1.6475531303751936,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,9856,9984,1.6650829820746722,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,9984,10112,1.6370828771441597,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,10112,10240,1.6028074076421428,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,10240,10368,1.595833052137366,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,10368,10496,1.6524980019422286,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,10496,10624,1.5998332766848082,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,10624,10752,1.6315782206702227,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,10752,10880,1.571632564179391,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,10880,11008,1.566534994216895,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,11008,11136,1.59819954142244,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,11136,11264,1.5838462955171533,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,11264,11392,1.601179764726621,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,11392,11520,1.607209331848868,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,11520,11648,1.6082494798364837,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,11648,11776,1.6589577205367232,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,11776,11904,1.6046339642283722,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,11904,12032,1.6061844694399818,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,12032,12160,1.5969711623243978,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,12160,12288,1.635712445478041,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,12288,12416,1.597577120190564,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,12416,12544,1.5718845957845544,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,12544,12672,1.5569352801285312,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,12672,12800,1.5663568067203413,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,12800,12928,1.6053332161535045,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,12928,13056,1.6081559068397437,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,13056,13184,1.592385767316499,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,13184,13312,1.5583200206220884,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,13312,13440,1.6700167451726995,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,13440,13568,1.6458403686806198,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,13568,13696,1.6123795423248362,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,13696,13824,1.6034713462669132,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,13824,13952,1.6352634660675796,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,13952,14080,1.6586751377157531,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,14080,14208,1.652038018796457,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,14208,14336,1.6178474144505173,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,14336,14464,1.6364584284610455,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,14464,14592,1.6396030641248278,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,14592,14720,1.5914085353894016,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,14720,14848,1.6751478274174716,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,14848,14976,1.6024853046311334,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,14976,15104,1.6318405463198367,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,15104,15232,1.6115863181303445,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,15232,15360,1.5970561105693832,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,15360,15488,1.6401720061631593,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,15488,15616,1.6413971131663545,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,15616,15744,1.6233506563293614,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,15744,15872,1.6398846018761728,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,15872,16000,1.6575749975222651,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,16000,16128,1.6259635121998839,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,16128,16256,1.6359144910930608,64,6000,703
pg19,dbl,dbl,2,2,37,37,2048,16384,16256,16384,1.6172897076533173,64,6000,703
